f_n,w,d,N,pi_s,div
1790,1,19,20000,1.6,0.07741837230790553
1790,2,19,20000,1.6,0.07808692876822076
1790,3,19,20000,1.6,0.07821626587911534
1790,4,19,20000,1.6,0.07819457125661856
1790,5,19,20000,1.6,0.07821635102374179
1790,6,19,20000,1.6,0.0782122628639614
1790,7,19,20000,1.6,0.07820140459053983
1790,8,19,20000,1.6,0.07819987424775772
1790,9,19,20000,1.6,0.0782146946659713
1790,10,19,20000,1.6,0.07820075382767398
1790,11,19,20000,1.6,0.0850593597937864
1790,12,19,20000,1.6,0.17137101818861217
1790,13,19,20000,1.6,0.3735658211352777
1790,14,19,20000,1.6,0.8013527971395511
1790,15,19,20000,1.6,0.8013527971395511
1791,0,19,20000,1.8,0.09249166874373191
1791,1,19,20000,1.8,0.09234629648166885
1791,2,19,20000,1.8,0.09245854965169005
1791,3,19,20000,1.8,0.09248956506285953
1791,4,19,20000,1.8,0.09249580637721369
1791,5,19,20000,1.8,0.0924916205849254
1791,6,19,20000,1.8,0.09249127682524882
1791,7,19,20000,1.8,0.0924958296326866
1791,8,19,20000,1.8,0.09249561272022132
1791,9,19,20000,1.8,0.0924956613098391
1791,10,19,20000,1.8,0.09249571141807952
1791,11,19,20000,1.8,0.09221043304429978
1791,12,19,20000,1.8,0.19628115999796897
1791,13,19,20000,1.8,0.3197464249156181
1791,14,19,20000,1.8,0.7729347960351505
1791,15,19,20000,1.8,0.7729347960351505
1792,0,19,20000,1.8,0.09242625107640423
1792,1,19,20000,1.8,0.09236073010995731
1792,2,19,20000,1.8,0.09242023927051744
1792,3,19,20000,1.8,0.09242576523143156
1792,4,19,20000,1.8,0.09242342473316931
1792,5,19,20000,1.8,0.09242132724691983
1792,6,19,20000,1.8,0.09242010523866652
1792,7,19,20000,1.8,0.09242259809800359
1792,8,19,20000,1.8,0.09242275336872108
1792,9,19,20000,1.8,0.09242440329487024
1792,10,19,20000,1.8,0.09242389249070164
1792,11,19,20000,1.8,0.09242577695850192
1792,12,19,20000,1.8,0.19785393279570382
1792,13,19,20000,1.8,0.32124516469727304
1792,14,19,20000,1.8,0.7729347960351505
1792,15,19,20000,1.8,0.7729347960351505
1793,0,19,20000,1.8,0.15798290072808593
1793,1,19,20000,1.8,0.1578729473731728
1793,2,19,20000,1.8,0.15808067167071127
1793,3,19,20000,1.8,0.15798279419388658
1793,4,19,20000,1.8,0.1579808221119863
1793,5,19,20000,1.8,0.1579809360098405
1793,6,19,20000,1.8,0.15798240608960423
1793,7,19,20000,1.8,0.15798143219860128
1793,8,19,20000,1.8,0.15798416791137584
1793,9,19,20000,1.8,0.15798265999449562
1793,10,19,20000,1.8,0.1579833596345377
1793,11,19,20000,1.8,0.15857864273742253
1793,12,19,20000,1.8,0.1901016059370961
1793,13,19,20000,1.8,0.35255705673334653
1793,14,19,20000,1.8,0.7826390509204759
1793,15,19,20000,1.8,0.7826390509204759
1794,0,19,20000,1.8,0.17454771109682762
1794,1,19,20000,1.8,0.17416248267035275
1794,2,19,20000,1.8,0.1744915303037733
1794,3,19,20000,1.8,0.1745412494117886
1794,4,19,20000,1.8,0.17454730896943488
1794,5,19,20000,1.8,0.17454485723779176
1794,6,19,20000,1.8,0.1745458269589109
1794,7,19,20000,1.8,0.1745461339577945
1794,8,19,20000,1.8,0.17454544238805733
1794,9,19,20000,1.8,0.1745443065588017
1794,10,19,20000,1.8,0.17454468782492624
1794,11,19,20000,1.8,0.17352887853767382
1794,12,19,20000,1.8,0.18545503650351963
1794,13,19,20000,1.8,0.31617328178368903
1794,14,19,20000,1.8,0.7575363267369128
1794,15,19,20000,1.8,0.7575363267369128
1795,0,19,20000,1.8,0.07810780439277427
1795,1,19,20000,1.8,0.07792485593339857
1795,2,19,20000,1.8,0.07806762626238216
1795,3,19,20000,1.8,0.07810656753617405
1795,4,19,20000,1.8,0.07810502544040636
1795,5,19,20000,1.8,0.0781051287385737
1795,6,19,20000,1.8,0.07810483622983798
1795,7,19,20000,1.8,0.07810662804866832
1795,8,19,20000,1.8,0.07810126917110466
1795,9,19,20000,1.8,0.07810357206245544
1795,10,19,20000,1.8,0.07810477769418238
1795,11,19,20000,1.8,0.08436820099327198
1795,12,19,20000,1.8,0.17899855203664675
1795,13,19,20000,1.8,0.3297236098079565
1795,14,19,20000,1.8,0.7789340743923309
1795,15,19,20000,1.8,0.7789340743923309
1796,0,19,20000,1.8,0.09173479677681906
1796,1,19,20000,1.8,0.09169050953772745
1796,2,19,20000,1.8,0.09173347890151004
1796,3,19,20000,1.8,0.09172997122313409
1796,4,19,20000,1.8,0.09173111828755169
1796,5,19,20000,1.8,0.0917266920897865
1796,6,19,20000,1.8,0.09173131639585003
1796,7,19,20000,1.8,0.09173189804504162
1796,8,19,20000,1.8,0.09172824840733229
1796,9,19,20000,1.8,0.09172950488074151
1796,10,19,20000,1.8,0.09172765152198364
1796,11,19,20000,1.8,0.09167646230205502
1796,12,19,20000,1.8,0.1992665551736445
1796,13,19,20000,1.8,0.320799882011545
1796,14,19,20000,1.8,0.7729347960351505
1796,15,19,20000,1.8,0.7729347960351505
1797,0,19,20000,1.8,0.09258653731521106
1797,1,19,20000,1.8,0.09254476065027718
1797,2,19,20000,1.8,0.09257753055487727
1797,3,19,20000,1.8,0.09259030191296092
1797,4,19,20000,1.8,0.09258921889408417
1797,5,19,20000,1.8,0.09259184392232182
1797,6,19,20000,1.8,0.0925909423111639
1797,7,19,20000,1.8,0.09258911023463676
1797,8,19,20000,1.8,0.0925900173807633
1797,9,19,20000,1.8,0.0925930082082938
1797,10,19,20000,1.8,0.09259093715373141
1797,11,19,20000,1.8,0.09286791532357669
1797,12,19,20000,1.8,0.2008806004888877
1797,13,19,20000,1.8,0.31984462992520507
1797,14,19,20000,1.8,0.7729347960351505
1797,15,19,20000,1.8,0.7729347960351505
1798,0,19,20000,1.8,0.09037933899046062
1798,1,19,20000,1.8,0.08932593874288039
1798,2,19,20000,1.8,0.09024200962638491
1798,3,19,20000,1.8,0.0903899002818703
1798,4,19,20000,1.8,0.0903775991292997
1798,5,19,20000,1.8,0.09035755174041954
1798,6,19,20000,1.8,0.09036499963594602
1798,7,19,20000,1.8,0.09037615519918134
1798,8,19,20000,1.8,0.09035902569480424
1798,9,19,20000,1.8,0.09035046473279376
1798,10,19,20000,1.8,0.09036216583018934
1798,11,19,20000,1.8,0.09358001811436957
1798,12,19,20000,1.8,0.1797733303772118
1798,13,19,20000,1.8,0.3853000382433771
1798,14,19,20000,1.8,0.7900885140090922
1798,15,19,20000,1.8,0.7900885140090922
1799,0,19,20000,1.8,0.12348919378820983
1799,1,19,20000,1.8,0.12261644579052831
1799,2,19,20000,1.8,0.12334965761742343
1799,3,19,20000,1.8,0.12349475242317631
1799,4,19,20000,1.8,0.12348677870236668
1799,5,19,20000,1.8,0.12348577593655549
1799,6,19,20000,1.8,0.12348770004611846
1799,7,19,20000,1.8,0.12347906604401981
1799,8,19,20000,1.8,0.12348082426495233
1799,9,19,20000,1.8,0.12348608505859152
1799,10,19,20000,1.8,0.12347970323058914
1799,11,19,20000,1.8,0.12781493109346867
1799,12,19,20000,1.8,0.18990610232833477
1799,13,19,20000,1.8,0.4148438288867666
1799,14,19,20000,1.8,0.7981371034890935
1799,15,19,20000,1.8,0.7981371034890935
1800,0,19,20000,1.8,0.0885269031730155
1800,1,19,20000,1.8,0.088137145130464
1800,2,19,20000,1.8,0.08846052686442216
1800,3,19,20000,1.8,0.08852177137370111
1800,4,19,20000,1.8,0.08852269689819643
1800,5,19,20000,1.8,0.08853122690071082
1800,6,19,20000,1.8,0.08852570781283624
1800,7,19,20000,1.8,0.08852653612332419
1800,8,19,20000,1.8,0.08852545461660619
1800,9,19,20000,1.8,0.088522787393633
1800,10,19,20000,1.8,0.0885259807286133
1800,11,19,20000,1.8,0.09211157004539047
1800,12,19,20000,1.8,0.17976257730320755
1800,13,19,20000,1.8,0.354857388186108
1800,14,19,20000,1.8,0.7819512331951037
1800,15,19,20000,1.8,0.7819512331951037
1801,0,19,40000,1.0,0.050373815150481775
1801,1,19,40000,1.0,0.050174204302482615
1801,2,19,40000,1.0,0.050347793439765906
1801,3,19,40000,1.0,0.05038165412256369
1801,4,19,40000,1.0,0.050380432671303446
1801,5,19,40000,1.0,0.050377529693888416
1801,6,19,40000,1.0,0.05037690310011896
1801,7,19,40000,1.0,0.05038156357699772
1801,8,19,40000,1.0,0.05037723968278157
1801,9,19,40000,1.0,0.05039067471772783
1801,10,19,40000,1.0,0.05038811458571565
1801,11,19,40000,1.0,0.050853590756633815
1801,12,19,40000,1.0,0.10858062336555122
1801,13,19,40000,1.0,0.22789451534899371
1801,14,19,40000,1.0,0.738028202097667
1801,15,19,40000,1.0,0.8193899781585272
1802,0,19,40000,1.0,0.0445313762241996
1802,1,19,40000,1.0,0.0445162583478039
1802,2,19,40000,1.0,0.044514869244168705
1802,3,19,40000,1.0,0.04453707847396299
1802,4,19,40000,1.0,0.04453088033368268
1802,5,19,40000,1.0,0.044528047247784086
1802,6,19,40000,1.0,0.044524585074611926
1802,7,19,40000,1.0,0.04452910193220353
1802,8,19,40000,1.0,0.04452470926423957
1802,9,19,40000,1.0,0.044529698068429935
1802,10,19,40000,1.0,0.0445321301660798
1802,11,19,40000,1.0,0.048400434377319064
1802,12,19,40000,1.0,0.1169307792526035
1802,13,19,40000,1.0,0.3071974720771639
1802,14,19,40000,1.0,0.7748082403618671
1802,15,19,40000,1.0,0.826977117716059
1803,0,19,40000,1.0,0.05885374038912585
1803,1,19,40000,1.0,0.05879779050425991
1803,2,19,40000,1.0,0.05883655119419793
1803,3,19,40000,1.0,0.05884936907060869
1803,4,19,40000,1.0,0.058850112396795634
1803,5,19,40000,1.0,0.0588485980328009
1803,6,19,40000,1.0,0.05884953868953844
1803,7,19,40000,1.0,0.058847889074509406
1803,8,19,40000,1.0,0.058847290337484745
1803,9,19,40000,1.0,0.05884844931781294
1803,10,19,40000,1.0,0.05885298344463967
1803,11,19,40000,1.0,0.0605197190455307
1803,12,19,40000,1.0,0.13632943348974827
1803,13,19,40000,1.0,0.25207866786710564
1803,14,19,40000,1.0,0.7458739411829052
1803,15,19,40000,1.0,0.8213692083058893
1804,0,19,40000,1.0,0.04886196991918441
1804,1,19,40000,1.0,0.048839660221516
1804,2,19,40000,1.0,0.048851828690498776
1804,3,19,40000,1.0,0.048853405851001036
1804,4,19,40000,1.0,0.048845727953398026
1804,5,19,40000,1.0,0.048854030229229885
1804,6,19,40000,1.0,0.04884769548497201
1804,7,19,40000,1.0,0.04885779678723461
1804,8,19,40000,1.0,0.048859236029606505
1804,9,19,40000,1.0,0.048856124818683525
1804,10,19,40000,1.0,0.048854738238072605
1804,11,19,40000,1.0,0.050518815942130216
1804,12,19,40000,1.0,0.11160993167322791
1804,13,19,40000,1.0,0.2231149742635159
1804,14,19,40000,1.0,0.7376447982785322
1804,15,19,40000,1.0,0.8195870810899027
1805,0,19,40000,1.0,0.05341551640535241
1805,1,19,40000,1.0,0.05327936972287094
1805,2,19,40000,1.0,0.05339923642392358
1805,3,19,40000,1.0,0.053410441155891296
1805,4,19,40000,1.0,0.053410574287620236
1805,5,19,40000,1.0,0.05342209001162835
1805,6,19,40000,1.0,0.05341179319722827
1805,7,19,40000,1.0,0.053411249275452086
1805,8,19,40000,1.0,0.05341181919407976
1805,9,19,40000,1.0,0.05340930474523042
1805,10,19,40000,1.0,0.053409935460278314
1805,11,19,40000,1.0,0.05489908600744022
1805,12,19,40000,1.0,0.11661299351708788
1805,13,19,40000,1.0,0.22029594784187084
1805,14,19,40000,1.0,0.7151302741887249
1805,15,19,40000,1.0,0.812679962086908
1806,0,19,40000,1.0,0.05723466291447294
1806,1,19,40000,1.0,0.0570562208707887
1806,2,19,40000,1.0,0.057202523866091544
1806,3,19,40000,1.0,0.05723085854340161
1806,4,19,40000,1.0,0.0572301615751397
1806,5,19,40000,1.0,0.05723360267936968
1806,6,19,40000,1.0,0.05723180056697572
1806,7,19,40000,1.0,0.057234443292409946
1806,8,19,40000,1.0,0.05723037443472711
1806,9,19,40000,1.0,0.05723325543481675
1806,10,19,40000,1.0,0.057233056490110915
1806,11,19,40000,1.0,0.05976955755326535
1806,12,19,40000,1.0,0.10514073314211864
1806,13,19,40000,1.0,0.24516442429817992
1806,14,19,40000,1.0,0.742737067485602
1806,15,19,40000,1.0,0.8205494782410289
1807,0,19,40000,1.0,0.05027739107926626
1807,1,19,40000,1.0,0.05016766556396943
1807,2,19,40000,1.0,0.050261485337217436
1807,3,19,40000,1.0,0.0502716618584686
1807,4,19,40000,1.0,0.05027876991901216
1807,5,19,40000,1.0,0.05027680175676622
1807,6,19,40000,1.0,0.05027595479094967
1807,7,19,40000,1.0,0.0502679389732531
1807,8,19,40000,1.0,0.05027654306040113
1807,9,19,40000,1.0,0.05026996785472811
1807,10,19,40000,1.0,0.05026931943020099
1807,11,19,40000,1.0,0.05118050526139233
1807,12,19,40000,1.0,0.11326349257829134
1807,13,19,40000,1.0,0.22550040239419938
1807,14,19,40000,1.0,0.7363778149731144
1807,15,19,40000,1.0,0.818863197425504
1808,0,19,40000,1.0,0.07271662961961384
1808,1,19,40000,1.0,0.0724995415219371
1808,2,19,40000,1.0,0.07267250972206753
1808,3,19,40000,1.0,0.07271555750114794
1808,4,19,40000,1.0,0.07271768899833546
1808,5,19,40000,1.0,0.0727178417081804
1808,6,19,40000,1.0,0.07272090964131003
1808,7,19,40000,1.0,0.07271543366116255
1808,8,19,40000,1.0,0.07271424877214858
1808,9,19,40000,1.0,0.07271313731722953
1808,10,19,40000,1.0,0.07271971284825247
1808,11,19,40000,1.0,0.07411472573112579
1808,12,19,40000,1.0,0.10649237985225235
1808,13,19,40000,1.0,0.25293030502409214
1808,14,19,40000,1.0,0.7348284923594258
1808,15,19,40000,1.0,0.8179843896943291
1809,0,19,40000,1.0,0.044613458008348233
1809,1,19,40000,1.0,0.044761365480191884
1809,2,19,40000,1.0,0.04462243398316078
1809,3,19,40000,1.0,0.04462408133911649
1809,4,19,40000,1.0,0.04461902791833563
1809,5,19,40000,1.0,0.044627588761640205
1809,6,19,40000,1.0,0.04462630667163698
1809,7,19,40000,1.0,0.04462281246308146
1809,8,19,40000,1.0,0.04462902365572924
1809,9,19,40000,1.0,0.0446170225980135
1809,10,19,40000,1.0,0.04462117863498854
1809,11,19,40000,1.0,0.049282447644270894
1809,12,19,40000,1.0,0.10926573163697591
1809,13,19,40000,1.0,0.22669632742458995
1809,14,19,40000,1.0,0.7383361184912242
1809,15,19,40000,1.0,0.819629520053408
1810,0,19,40000,1.0,0.05602548592465206
1810,1,19,40000,1.0,0.055637840867496784
1810,2,19,40000,1.0,0.05598134444486867
1810,3,19,40000,1.0,0.0560260970713218
1810,4,19,40000,1.0,0.05603305169192162
1810,5,19,40000,1.0,0.05602751098334151
1810,6,19,40000,1.0,0.05602972079695514
1810,7,19,40000,1.0,0.056032870120307034
1810,8,19,40000,1.0,0.056029038494811424
1810,9,19,40000,1.0,0.056028561254212975
1810,10,19,40000,1.0,0.0560274134727814
1810,11,19,40000,1.0,0.0555603565972277
1810,12,19,40000,1.0,0.12037698826763794
1810,13,19,40000,1.0,0.23310346378875038
1810,14,19,40000,1.0,0.7398462808946371
1810,15,19,40000,1.0,0.8198248966604952
1811,0,19,40000,1.2,0.07306337971208234
1811,1,19,40000,1.2,0.07286310080912146
1811,2,19,40000,1.2,0.07301017383988408
1811,3,19,40000,1.2,0.0730318932040112
1811,4,19,40000,1.2,0.07304648636862711
1811,5,19,40000,1.2,0.07304460968865228
1811,6,19,40000,1.2,0.07304652692500166
1811,7,19,40000,1.2,0.07304802700795797
1811,8,19,40000,1.2,0.07303885721563477
1811,9,19,40000,1.2,0.07304758349618595
1811,10,19,40000,1.2,0.07303715136297835
1811,11,19,40000,1.2,0.0768937111009231
1811,12,19,40000,1.2,0.12394060903226121
1811,13,19,40000,1.2,0.2872583544977244
1811,14,19,40000,1.2,0.7501196612138535
1811,15,19,40000,1.2,0.8199002102865005
1812,0,19,40000,1.2,0.06879815488902986
1812,1,19,40000,1.2,0.06856431108443417
1812,2,19,40000,1.2,0.06875582444616989
1812,3,19,40000,1.2,0.06878898850248025
1812,4,19,40000,1.2,0.06879424692333734
1812,5,19,40000,1.2,0.06877909442660485
1812,6,19,40000,1.2,0.06878396742533262
1812,7,19,40000,1.2,0.068788795336485
1812,8,19,40000,1.2,0.0687810045082773
1812,9,19,40000,1.2,0.0687726858776436
1812,10,19,40000,1.2,0.06878637671179694
1812,11,19,40000,1.2,0.07127315302706413
1812,12,19,40000,1.2,0.11163820064928813
1812,13,19,40000,1.2,0.27930896102472885
1812,14,19,40000,1.2,0.7496281743857608
1812,15,19,40000,1.2,0.8201000146729704
1813,0,19,40000,1.2,0.08229167371696712
1813,1,19,40000,1.2,0.08237829885475487
1813,2,19,40000,1.2,0.08229510783566986
1813,3,19,40000,1.2,0.08229526737755088
1813,4,19,40000,1.2,0.08229365171208351
1813,5,19,40000,1.2,0.08229003879591605
1813,6,19,40000,1.2,0.08229264706837365
1813,7,19,40000,1.2,0.08229360820231528
1813,8,19,40000,1.2,0.0822973956942625
1813,9,19,40000,1.2,0.08229586488403198
1813,10,19,40000,1.2,0.08229394219552985
1813,11,19,40000,1.2,0.08589686637040249
1813,12,19,40000,1.2,0.15115705052813228
1813,13,19,40000,1.2,0.2924321384774453
1813,14,19,40000,1.2,0.7368322413753116
1813,15,19,40000,1.2,0.8151044826671888
1814,0,19,40000,1.2,0.06098195627651607
1814,1,19,40000,1.2,0.060577905192460216
1814,2,19,40000,1.2,0.06094109747431128
1814,3,19,40000,1.2,0.06097558721844299
1814,4,19,40000,1.2,0.06097399909887803
1814,5,19,40000,1.2,0.060977849374850575
1814,6,19,40000,1.2,0.0609742801603086
1814,7,19,40000,1.2,0.060971542573438245
1814,8,19,40000,1.2,0.06097232022681091
1814,9,19,40000,1.2,0.060970052726355875
1814,10,19,40000,1.2,0.06096885997285409
1814,11,19,40000,1.2,0.06467461943897418
1814,12,19,40000,1.2,0.11939904719892624
1814,13,19,40000,1.2,0.25475719021411125
1814,14,19,40000,1.2,0.7321800377101889
1814,15,19,40000,1.2,0.8155156053189894
1815,0,19,40000,1.2,0.05716157361229706
1815,1,19,40000,1.2,0.05711554491752817
1815,2,19,40000,1.2,0.05714668368720716
1815,3,19,40000,1.2,0.05716403935187337
1815,4,19,40000,1.2,0.05718592664633845
1815,5,19,40000,1.2,0.057165499805542044
1815,6,19,40000,1.2,0.05716411728817865
1815,7,19,40000,1.2,0.057172297094105054
1815,8,19,40000,1.2,0.05716689479948385
1815,9,19,40000,1.2,0.057166473860978124
1815,10,19,40000,1.2,0.0571641176048049
1815,11,19,40000,1.2,0.058992630334839626
1815,12,19,40000,1.2,0.12203032395959487
1815,13,19,40000,1.2,0.23540818491405305
1815,14,19,40000,1.2,0.7204257965483614
1815,15,19,40000,1.2,0.8119110942570359
1816,0,19,40000,1.2,0.06287485832296866
1816,1,19,40000,1.2,0.06279678730776837
1816,2,19,40000,1.2,0.06286572397345443
1816,3,19,40000,1.2,0.06288246944241266
1816,4,19,40000,1.2,0.06288302591057464
1816,5,19,40000,1.2,0.06288152365017895
1816,6,19,40000,1.2,0.0628790466519518
1816,7,19,40000,1.2,0.06288331506664985
1816,8,19,40000,1.2,0.06288202802994257
1816,9,19,40000,1.2,0.06288202459644994
1816,10,19,40000,1.2,0.06287907643857588
1816,11,19,40000,1.2,0.06250970320924777
1816,12,19,40000,1.2,0.13557444413313366
1816,13,19,40000,1.2,0.22079394966355012
1816,14,19,40000,1.2,0.7123889484667111
1816,15,19,40000,1.2,0.8093906556051262
1817,0,19,40000,1.2,0.05981068917874113
1817,1,19,40000,1.2,0.0599135300445951
1817,2,19,40000,1.2,0.05981453331074833
1817,3,19,40000,1.2,0.059812487797218164
1817,4,19,40000,1.2,0.059810698677810414
1817,5,19,40000,1.2,0.05981281427539849
1817,6,19,40000,1.2,0.05980953552759939
1817,7,19,40000,1.2,0.05981147184992726
1817,8,19,40000,1.2,0.059811416467495285
1817,9,19,40000,1.2,0.05981238321539979
1817,10,19,40000,1.2,0.059808638564335784
1817,11,19,40000,1.2,0.06196237037017755
1817,12,19,40000,1.2,0.13020095949666674
1817,13,19,40000,1.2,0.22894395172457102
1817,14,19,40000,1.2,0.7165215263157064
1817,15,19,40000,1.2,0.8107887850511447
1818,0,19,40000,1.2,0.05118558558291696
1818,1,19,40000,1.2,0.05110463141827537
1818,2,19,40000,1.2,0.051168921359950346
1818,3,19,40000,1.2,0.05119963558366719
1818,4,19,40000,1.2,0.05119368026163564
1818,5,19,40000,1.2,0.051193730889987896
1818,6,19,40000,1.2,0.0511902515709104
1818,7,19,40000,1.2,0.05119128443030655
1818,8,19,40000,1.2,0.051187809172009824
1818,9,19,40000,1.2,0.05118801204320668
1818,10,19,40000,1.2,0.05118799017850854
1818,11,19,40000,1.2,0.05507820842563715
1818,12,19,40000,1.2,0.1176948448168186
1818,13,19,40000,1.2,0.25438451467994805
1818,14,19,40000,1.2,0.7334442258996473
1818,15,19,40000,1.2,0.8160570230329786
1819,0,19,40000,1.2,0.06042671531584203
1819,1,19,40000,1.2,0.060416853209463744
1819,2,19,40000,1.2,0.0604268961048046
1819,3,19,40000,1.2,0.06042604401184247
1819,4,19,40000,1.2,0.06042333011626353
1819,5,19,40000,1.2,0.06042328706798428
1819,6,19,40000,1.2,0.06042473250557804
1819,7,19,40000,1.2,0.06042442513392875
1819,8,19,40000,1.2,0.06042718976808819
1819,9,19,40000,1.2,0.06042304184071536
1819,10,19,40000,1.2,0.060426272694495735
1819,11,19,40000,1.2,0.06208413983630557
1819,12,19,40000,1.2,0.13138068895891128
1819,13,19,40000,1.2,0.2269579960857335
1819,14,19,40000,1.2,0.7162406569248695
1819,15,19,40000,1.2,0.8108278278449897
1820,0,19,40000,1.2,0.06288443519225763
1820,1,19,40000,1.2,0.06286551189524003
1820,2,19,40000,1.2,0.06288730987765251
1820,3,19,40000,1.2,0.06288246651495587
1820,4,19,40000,1.2,0.06288139445464755
1820,5,19,40000,1.2,0.0628843527500788
1820,6,19,40000,1.2,0.06288520378128869
1820,7,19,40000,1.2,0.06288285946596191
1820,8,19,40000,1.2,0.06288252905126325
1820,9,19,40000,1.2,0.06288291899903305
1820,10,19,40000,1.2,0.06288284410659042
1820,11,19,40000,1.2,0.06305545841423381
1820,12,19,40000,1.2,0.13607641437283136
1820,13,19,40000,1.2,0.22165801461292947
1820,14,19,40000,1.2,0.7125733166822242
1820,15,19,40000,1.2,0.8093906556051262
1821,0,19,40000,1.4,0.07334339317753881
1821,1,19,40000,1.4,0.07332729319196768
1821,2,19,40000,1.4,0.07334310545704266
1821,3,19,40000,1.4,0.0733441327458322
1821,4,19,40000,1.4,0.07334575813415538
1821,5,19,40000,1.4,0.07334267545835708
1821,6,19,40000,1.4,0.0733448832617254
1821,7,19,40000,1.4,0.0733443068265701
1821,8,19,40000,1.4,0.07335056165558727
1821,9,19,40000,1.4,0.07334331082031928
1821,10,19,40000,1.4,0.07334652217241697
1821,11,19,40000,1.4,0.0733240676213909
1821,12,19,40000,1.4,0.14751793758596965
1821,13,19,40000,1.4,0.22946521516638752
1821,14,19,40000,1.4,0.6928520698305174
1821,15,19,40000,1.4,0.7986560999556622
1822,0,19,40000,1.4,0.06884033219764724
1822,1,19,40000,1.4,0.06879664785073612
1822,2,19,40000,1.4,0.0688138648338776
1822,3,19,40000,1.4,0.0688506470018525
1822,4,19,40000,1.4,0.06885016273208289
1822,5,19,40000,1.4,0.0688496429586378
1822,6,19,40000,1.4,0.06884485263281753
1822,7,19,40000,1.4,0.06884578122031047
1822,8,19,40000,1.4,0.06884624425627427
1822,9,19,40000,1.4,0.06884854322360229
1822,10,19,40000,1.4,0.06884497638691044
1822,11,19,40000,1.4,0.07106027843819845
1822,12,19,40000,1.4,0.13703732792555254
1822,13,19,40000,1.4,0.2427423328922186
1822,14,19,40000,1.4,0.7001869432244713
1822,15,19,40000,1.4,0.8011765593611269
1823,0,19,40000,1.4,0.10008278854980891
1823,1,19,40000,1.4,0.10003900526497819
1823,2,19,40000,1.4,0.10007757350362859
1823,3,19,40000,1.4,0.10008225950300986
1823,4,19,40000,1.4,0.10008380180350132
1823,5,19,40000,1.4,0.10008805313944819
1823,6,19,40000,1.4,0.10008161399642512
1823,7,19,40000,1.4,0.10007864793717737
1823,8,19,40000,1.4,0.10007984062724382
1823,9,19,40000,1.4,0.10008472574931686
1823,10,19,40000,1.4,0.10008515369407459
1823,11,19,40000,1.4,0.10367071365792321
1823,12,19,40000,1.4,0.1507994886027525
1823,13,19,40000,1.4,0.3177304761259149
1823,14,19,40000,1.4,0.7394846141682334
1823,15,19,40000,1.4,0.8157504472114175
1824,0,19,40000,1.4,0.07283319148121059
1824,1,19,40000,1.4,0.07282662947000894
1824,2,19,40000,1.4,0.07283755273473687
1824,3,19,40000,1.4,0.0728313019192556
1824,4,19,40000,1.4,0.07282881743643821
1824,5,19,40000,1.4,0.07283181361056255
1824,6,19,40000,1.4,0.07283377869934811
1824,7,19,40000,1.4,0.07282890355761931
1824,8,19,40000,1.4,0.07282847656302685
1824,9,19,40000,1.4,0.07283199010122296
1824,10,19,40000,1.4,0.07283195678659457
1824,11,19,40000,1.4,0.0729499069544097
1824,12,19,40000,1.4,0.14687597134649982
1824,13,19,40000,1.4,0.23134875802739843
1824,14,19,40000,1.4,0.693353742184243
1824,15,19,40000,1.4,0.7986560999556622
1825,0,19,40000,1.4,0.07382486867306891
1825,1,19,40000,1.4,0.07347924229185132
1825,2,19,40000,1.4,0.07377876032086013
1825,3,19,40000,1.4,0.0738052008068899
1825,4,19,40000,1.4,0.07380295327975293
1825,5,19,40000,1.4,0.0738101691404652
1825,6,19,40000,1.4,0.07380941636776002
1825,7,19,40000,1.4,0.07381799059272263
1825,8,19,40000,1.4,0.07381079012571617
1825,9,19,40000,1.4,0.07381116671034725
1825,10,19,40000,1.4,0.07380479584790553
1825,11,19,40000,1.4,0.07901715991292414
1825,12,19,40000,1.4,0.11562281061796081
1825,13,19,40000,1.4,0.31218074772381915
1825,14,19,40000,1.4,0.7411272900789488
1825,15,19,40000,1.4,0.8163550673727326
1826,0,19,40000,1.4,0.07234441825577759
1826,1,19,40000,1.4,0.07238359523596598
1826,2,19,40000,1.4,0.07234729513450996
1826,3,19,40000,1.4,0.07234350539945117
1826,4,19,40000,1.4,0.0723405340996556
1826,5,19,40000,1.4,0.07234359158925399
1826,6,19,40000,1.4,0.07234171193400418
1826,7,19,40000,1.4,0.072343645391214
1826,8,19,40000,1.4,0.0723417305563381
1826,9,19,40000,1.4,0.07234355442517115
1826,10,19,40000,1.4,0.07234366155809903
1826,11,19,40000,1.4,0.07250353522565693
1826,12,19,40000,1.4,0.1506588280750195
1826,13,19,40000,1.4,0.23108540998839178
1826,14,19,40000,1.4,0.69328441290523
1826,15,19,40000,1.4,0.7986560999556622
1827,0,19,40000,1.4,0.06752013252764612
1827,1,19,40000,1.4,0.06725720916735475
1827,2,19,40000,1.4,0.06749235796012061
1827,3,19,40000,1.4,0.06753465479660677
1827,4,19,40000,1.4,0.06752779168720809
1827,5,19,40000,1.4,0.06752119595530937
1827,6,19,40000,1.4,0.06753224225897515
1827,7,19,40000,1.4,0.06753329204850574
1827,8,19,40000,1.4,0.06753214751674151
1827,9,19,40000,1.4,0.06753141961551594
1827,10,19,40000,1.4,0.06753141882071781
1827,11,19,40000,1.4,0.07096811569775213
1827,12,19,40000,1.4,0.12738852365480643
1827,13,19,40000,1.4,0.27245611947333565
1827,14,19,40000,1.4,0.7167324172037478
1827,15,19,40000,1.4,0.8070147431925454
1828,0,19,40000,1.4,0.07299736201387157
