f_n,s_n,d,N,pi_s,div,s,c
50,9,9,10000,1.8,0.04776212465680368,0.009,196
50,10,9,10000,1.8,0.04697764219844867,0.01,175
51,1,10,10000,1.0,0.04039160031062511,0.001,167
51,2,10,10000,1.0,0.03675667090667541,0.002,70
51,3,10,10000,1.0,0.037570139104781596,0.003,45
51,4,10,10000,1.0,0.037570139104781596,0.004,45
51,5,10,10000,1.0,0.037570139104781596,0.005,45
51,6,10,10000,1.0,0.037570139104781596,0.006,45
51,7,10,10000,1.0,0.05189334276861404,0.007,36
51,8,10,10000,1.0,0.08782624485863744,0.008,17
51,9,10,10000,1.0,0.10833171419514366,0.009,3
51,10,10,10000,1.0,0.11032134933832795,0.01,0
52,1,10,10000,1.0,0.04186197080689352,0.001,170
52,2,10,10000,1.0,0.041009482202185074,0.002,62
52,3,10,10000,1.0,0.04059332898781777,0.003,45
52,4,10,10000,1.0,0.04059332898781777,0.004,45
52,5,10,10000,1.0,0.04059332898781777,0.005,45
52,6,10,10000,1.0,0.04177109260100026,0.006,43
52,7,10,10000,1.0,0.06917458231714133,0.007,27
52,8,10,10000,1.0,0.10078283428171989,0.008,9
52,9,10,10000,1.0,0.10970564753420091,0.009,1
52,10,10,10000,1.0,0.10988807158142072,0.01,0
53,1,10,10000,1.0,0.03921656182502031,0.001,193
53,2,10,10000,1.0,0.03362028255578927,0.002,89
53,3,10,10000,1.0,0.035594507200357485,0.003,46
53,4,10,10000,1.0,0.035663032391252326,0.004,45
53,5,10,10000,1.0,0.035663032391252326,0.005,45
53,6,10,10000,1.0,0.035663032391252326,0.006,45
53,7,10,10000,1.0,0.04025569898628134,0.007,42
53,8,10,10000,1.0,0.07759821898950382,0.008,22
53,9,10,10000,1.0,0.10641193276949987,0.009,5
53,10,10,10000,1.0,0.110744720621532,0.01,0
54,1,10,10000,1.0,0.03502550577514036,0.001,119
54,2,10,10000,1.0,0.039173154359730795,0.002,65
54,3,10,10000,1.0,0.04956627267158944,0.003,42
54,4,10,10000,1.0,0.055200777723775685,0.004,30
54,5,10,10000,1.0,0.057421845205839386,0.005,22
54,6,10,10000,1.0,0.05899208593808952,0.006,19
54,7,10,10000,1.0,0.05913656226863847,0.007,18
54,8,10,10000,1.0,0.05913656226863847,0.008,18
54,9,10,10000,1.0,0.05913656226863847,0.009,18
54,10,10,10000,1.0,0.06222112020399576,0.01,11
55,1,10,10000,1.0,0.04411931323820091,0.001,180
55,2,10,10000,1.0,0.04072498421149866,0.002,75
55,3,10,10000,1.0,0.04055561244452569,0.003,49
55,4,10,10000,1.0,0.04026082827650094,0.004,46
55,5,10,10000,1.0,0.039361953518215295,0.005,45
55,6,10,10000,1.0,0.05262738936271217,0.006,35
55,7,10,10000,1.0,0.0689176011234535,0.007,25
55,8,10,10000,1.0,0.08847601891191581,0.008,13
55,9,10,10000,1.0,0.09657739734864954,0.009,7
55,10,10,10000,1.0,0.0998022055674006,0.01,5
56,1,10,10000,1.0,0.03907375508310534,0.001,124
56,2,10,10000,1.0,0.03774558795534241,0.002,65
56,3,10,10000,1.0,0.041803909248545136,0.003,48
56,4,10,10000,1.0,0.05363720855604515,0.004,34
56,5,10,10000,1.0,0.06310774229176122,0.005,26
56,6,10,10000,1.0,0.06590661308922556,0.006,25
56,7,10,10000,1.0,0.07692948743164953,0.007,18
56,8,10,10000,1.0,0.08151407721209467,0.008,15
56,9,10,10000,1.0,0.09386192626305451,0.009,11
56,10,10,10000,1.0,0.09837519281940128,0.01,10
57,1,10,10000,1.0,0.03571530407890145,0.001,114
57,2,10,10000,1.0,0.03734925580152189,0.002,71
57,3,10,10000,1.0,0.04409344071884032,0.003,51
57,4,10,10000,1.0,0.04992389267866498,0.004,36
57,5,10,10000,1.0,0.050112928395660755,0.005,25
57,6,10,10000,1.0,0.057113716954909056,0.006,22
57,7,10,10000,1.0,0.06227080823813777,0.007,19
57,8,10,10000,1.0,0.06335156613980768,0.008,16
57,9,10,10000,1.0,0.06331465139937217,0.009,15
57,10,10,10000,1.0,0.06359402907202755,0.01,14
58,1,10,10000,1.0,0.03728359206733796,0.001,165
58,2,10,10000,1.0,0.035237477610840534,0.002,74
58,3,10,10000,1.0,0.037503045245809795,0.003,45
58,4,10,10000,1.0,0.037503045245809795,0.004,45
58,5,10,10000,1.0,0.037503045245809795,0.005,45
58,6,10,10000,1.0,0.037503045245809795,0.006,45
58,7,10,10000,1.0,0.04441181892277211,0.007,40
58,8,10,10000,1.0,0.08260533571857477,0.008,20
58,9,10,10000,1.0,0.11135151337319175,0.009,1
58,10,10,10000,1.0,0.11135151337319175,0.01,1
59,1,10,10000,1.0,0.034754929217374664,0.001,166
59,2,10,10000,1.0,0.03309380341809786,0.002,76
59,3,10,10000,1.0,0.03468562446494105,0.003,48
59,4,10,10000,1.0,0.0349526586239611,0.004,45
59,5,10,10000,1.0,0.038417801368880365,0.005,42
59,6,10,10000,1.0,0.04256764366981676,0.006,39
59,7,10,10000,1.0,0.06190017934311608,0.007,28
59,8,10,10000,1.0,0.0854389035334558,0.008,15
59,9,10,10000,1.0,0.09321779755757884,0.009,8
59,10,10,10000,1.0,0.0987328197718183,0.01,4
60,1,10,10000,1.0,0.039996426023283946,0.001,161
60,2,10,10000,1.0,0.036571545418144634,0.002,77
60,3,10,10000,1.0,0.03817435488117117,0.003,56
60,4,10,10000,1.0,0.0431521997821015,0.004,44
60,5,10,10000,1.0,0.05509826206382914,0.005,34
60,6,10,10000,1.0,0.0663639617536924,0.006,23
60,7,10,10000,1.0,0.07207597263434384,0.007,16
60,8,10,10000,1.0,0.07635661035830976,0.008,13
60,9,10,10000,1.0,0.08283636146093742,0.009,9
60,10,10,10000,1.0,0.08283636146093742,0.01,9
61,1,10,10000,1.2,0.10069530955567844,0.001,95
61,2,10,10000,1.2,0.0388775632926755,0.002,165
61,3,10,10000,1.2,0.037403731568217025,0.003,126
61,4,10,10000,1.2,0.040537024144556705,0.004,53
61,5,10,10000,1.2,0.041420801488344594,0.005,45
61,6,10,10000,1.2,0.041420801488344594,0.006,45
61,7,10,10000,1.2,0.041420801488344594,0.007,45
61,8,10,10000,1.2,0.041420801488344594,0.008,45
61,9,10,10000,1.2,0.041420801488344594,0.009,45
61,10,10,10000,1.2,0.041420801488344594,0.01,45
62,1,10,10000,1.2,0.1247157925282859,0.001,83
62,2,10,10000,1.2,0.04238403321521591,0.002,176
62,3,10,10000,1.2,0.04201080286332258,0.003,104
62,4,10,10000,1.2,0.04362664484496638,0.004,74
62,5,10,10000,1.2,0.04705481947853353,0.005,60
62,6,10,10000,1.2,0.047630530381909085,0.006,52
62,7,10,10000,1.2,0.048429453397588015,0.007,49
62,8,10,10000,1.2,0.0645825930538353,0.008,39
62,9,10,10000,1.2,0.06635123145480906,0.009,32
62,10,10,10000,1.2,0.07875645263379852,0.01,23
63,1,10,10000,1.2,0.10293613370285695,0.001,94
63,2,10,10000,1.2,0.04312396853137627,0.002,174
63,3,10,10000,1.2,0.039885815407802686,0.003,159
63,4,10,10000,1.2,0.03852607338910525,0.004,72
63,5,10,10000,1.2,0.04193950779677574,0.005,45
63,6,10,10000,1.2,0.04193950779677574,0.006,45
63,7,10,10000,1.2,0.04193950779677574,0.007,45
63,8,10,10000,1.2,0.04193950779677574,0.008,45
63,9,10,10000,1.2,0.04193950779677574,0.009,45
63,10,10,10000,1.2,0.04193950779677574,0.01,45
64,1,10,10000,1.2,0.10382880760031164,0.001,95
64,2,10,10000,1.2,0.04322841584337451,0.002,182
64,3,10,10000,1.2,0.0403916178181518,0.003,151
64,4,10,10000,1.2,0.03858833880862961,0.004,97
64,5,10,10000,1.2,0.04217674851556179,0.005,48
64,6,10,10000,1.2,0.04272447752336991,0.006,46
64,7,10,10000,1.2,0.042014967088637965,0.007,45
64,8,10,10000,1.2,0.042014967088637965,0.008,45
64,9,10,10000,1.2,0.042014967088637965,0.009,45
64,10,10,10000,1.2,0.042014967088637965,0.01,45
65,1,10,10000,1.2,0.1031984479668184,0.001,95
65,2,10,10000,1.2,0.04422470299069341,0.002,206
65,3,10,10000,1.2,0.04137958641309136,0.003,163
65,4,10,10000,1.2,0.038114077878559215,0.004,93
65,5,10,10000,1.2,0.04186248453373332,0.005,46
65,6,10,10000,1.2,0.04105754842323015,0.006,45
65,7,10,10000,1.2,0.04105754842323015,0.007,45
65,8,10,10000,1.2,0.04105754842323015,0.008,45
65,9,10,10000,1.2,0.04105754842323015,0.009,45
65,10,10,10000,1.2,0.04105754842323015,0.01,45
66,1,10,10000,1.2,0.10224094759619323,0.001,95
66,2,10,10000,1.2,0.0411671635441092,0.002,188
66,3,10,10000,1.2,0.04056292121894284,0.003,160
66,4,10,10000,1.2,0.03594300393692096,0.004,91
66,5,10,10000,1.2,0.0396466162978427,0.005,50
66,6,10,10000,1.2,0.04049103063724977,0.006,45
66,7,10,10000,1.2,0.04049103063724977,0.007,45
66,8,10,10000,1.2,0.04049103063724977,0.008,45
66,9,10,10000,1.2,0.04049103063724977,0.009,45
66,10,10,10000,1.2,0.04049103063724977,0.01,45
67,1,10,10000,1.2,0.10289357602001062,0.001,95
67,2,10,10000,1.2,0.04025247721431397,0.002,174
67,3,10,10000,1.2,0.038313943399361144,0.003,159
67,4,10,10000,1.2,0.036871779404427193,0.004,77
67,5,10,10000,1.2,0.04077611876474052,0.005,45
67,6,10,10000,1.2,0.04077611876474052,0.006,45
67,7,10,10000,1.2,0.04077611876474052,0.007,45
67,8,10,10000,1.2,0.04077611876474052,0.008,45
67,9,10,10000,1.2,0.04077611876474052,0.009,45
67,10,10,10000,1.2,0.04077611876474052,0.01,45
68,1,10,10000,1.2,0.11447130115800809,0.001,76
68,2,10,10000,1.2,0.04202349533405127,0.002,201
68,3,10,10000,1.2,0.039329184637788006,0.003,130
68,4,10,10000,1.2,0.03863934915146077,0.004,90
68,5,10,10000,1.2,0.039867205286797075,0.005,74
68,6,10,10000,1.2,0.042304296580969535,0.006,64
68,7,10,10000,1.2,0.04600713756575737,0.007,55
68,8,10,10000,1.2,0.058017615634211005,0.008,44
68,9,10,10000,1.2,0.06179562327027899,0.009,36
68,10,10,10000,1.2,0.06443986820898297,0.01,31
69,1,10,10000,1.2,0.10298487379066164,0.001,90
69,2,10,10000,1.2,0.04297032279734763,0.002,167
69,3,10,10000,1.2,0.03803891289150579,0.003,147
69,4,10,10000,1.2,0.0376144097798105,0.004,61
69,5,10,10000,1.2,0.04056805725739177,0.005,46
69,6,10,10000,1.2,0.03988938313946211,0.006,45
69,7,10,10000,1.2,0.03988938313946211,0.007,45
69,8,10,10000,1.2,0.03988938313946211,0.008,45
69,9,10,10000,1.2,0.03988938313946211,0.009,45
69,10,10,10000,1.2,0.03988938313946211,0.01,45
70,1,10,10000,1.2,0.1031122388124938,0.001,95
70,2,10,10000,1.2,0.040937932331951796,0.002,186
70,3,10,10000,1.2,0.039687163165224325,0.003,164
70,4,10,10000,1.2,0.03423428075431805,0.004,101
70,5,10,10000,1.2,0.040246631211256656,0.005,45
70,6,10,10000,1.2,0.040246631211256656,0.006,45
70,7,10,10000,1.2,0.040246631211256656,0.007,45
70,8,10,10000,1.2,0.040246631211256656,0.008,45
70,9,10,10000,1.2,0.040246631211256656,0.009,45
70,10,10,10000,1.2,0.040246631211256656,0.01,45
71,1,10,10000,1.4,0.15903092724315732,0.001,93
71,2,10,10000,1.4,0.17211821448594428,0.002,82
71,3,10,10000,1.4,0.04867907308508263,0.003,205
71,4,10,10000,1.4,0.05120148387447886,0.004,146
71,5,10,10000,1.4,0.05260968372828326,0.005,140
71,6,10,10000,1.4,0.06908951451067388,0.006,108
71,7,10,10000,1.4,0.0775133241084956,0.007,80
71,8,10,10000,1.4,0.07734415798828845,0.008,68
71,9,10,10000,1.4,0.07882480496988876,0.009,58
71,10,10,10000,1.4,0.0840581290469918,0.01,44
72,1,10,10000,1.4,0.10203044105181691,0.001,95
72,2,10,10000,1.4,0.10197246660944646,0.002,87
72,3,10,10000,1.4,0.0480445627889161,0.003,259
72,4,10,10000,1.4,0.044722168947009866,0.004,186
72,5,10,10000,1.4,0.04223440419232762,0.005,147
72,6,10,10000,1.4,0.042190895446979,0.006,117
72,7,10,10000,1.4,0.04410436116132706,0.007,90
72,8,10,10000,1.4,0.04771038913861715,0.008,72
72,9,10,10000,1.4,0.048401313554950864,0.009,64
72,10,10,10000,1.4,0.05024159792441387,0.01,56
73,1,10,10000,1.4,0.115662827055384,0.001,95
73,2,10,10000,1.4,0.11556420734767305,0.002,83
73,3,10,10000,1.4,0.045450098131272994,0.003,216
73,4,10,10000,1.4,0.04580427340580142,0.004,161
73,5,10,10000,1.4,0.044340132282393634,0.005,112
73,6,10,10000,1.4,0.04609013794069577,0.006,85
73,7,10,10000,1.4,0.04877568854372848,0.007,76
73,8,10,10000,1.4,0.050228613546107866,0.008,68
73,9,10,10000,1.4,0.05236675147195886,0.009,58
73,10,10,10000,1.4,0.05531415664366951,0.01,51
74,1,10,10000,1.4,0.12104699836936429,0.001,95
74,2,10,10000,1.4,0.12104699836936429,0.002,95
74,3,10,10000,1.4,0.04967029819141877,0.003,228
74,4,10,10000,1.4,0.04649276765592393,0.004,165
74,5,10,10000,1.4,0.046402776592050644,0.005,164
74,6,10,10000,1.4,0.038460018099608015,0.006,128
74,7,10,10000,1.4,0.04000506158432731,0.007,64
74,8,10,10000,1.4,0.044732101348384845,0.008,45
74,9,10,10000,1.4,0.044732101348384845,0.009,45
74,10,10,10000,1.4,0.044732101348384845,0.01,45
75,1,10,10000,1.4,0.12296643324379206,0.001,95
75,2,10,10000,1.4,0.12296643324379206,0.002,95
75,3,10,10000,1.4,0.12296643324379206,0.003,95
75,4,10,10000,1.4,0.04671544662449272,0.004,192
75,5,10,10000,1.4,0.04541562141415617,0.005,166
75,6,10,10000,1.4,0.04375239454666181,0.006,156
75,7,10,10000,1.4,0.04071281147289607,0.007,113
75,8,10,10000,1.4,0.042364220271756105,0.008,66
75,9,10,10000,1.4,0.04508564415797665,0.009,50
75,10,10,10000,1.4,0.04651422819015601,0.01,45
76,1,10,10000,1.4,0.12227167656395127,0.001,95
76,2,10,10000,1.4,0.12227167656395127,0.002,95
76,3,10,10000,1.4,0.05126742876120672,0.003,252
76,4,10,10000,1.4,0.05192166962738913,0.004,193
76,5,10,10000,1.4,0.051153632207327195,0.005,152
76,6,10,10000,1.4,0.051549831145011084,0.006,128
76,7,10,10000,1.4,0.055231667815427224,0.007,100
76,8,10,10000,1.4,0.05586996681545546,0.008,93
76,9,10,10000,1.4,0.056873357232658114,0.009,82
76,10,10,10000,1.4,0.05968485899185753,0.01,71
77,1,10,10000,1.4,0.12191918156281266,0.001,95
77,2,10,10000,1.4,0.12191918156281266,0.002,95
77,3,10,10000,1.4,0.12191918156281266,0.003,95
77,4,10,10000,1.4,0.04289012693503071,0.004,194
77,5,10,10000,1.4,0.042303701446700294,0.005,165
77,6,10,10000,1.4,0.041461076022755006,0.006,156
77,7,10,10000,1.4,0.04011398256563798,0.007,105
77,8,10,10000,1.4,0.042807294086840676,0.008,62
77,9,10,10000,1.4,0.04369547777919562,0.009,47
77,10,10,10000,1.4,0.04402689977399639,0.01,45
78,1,10,10000,1.4,0.12217612501604243,0.001,95
78,2,10,10000,1.4,0.12217628550501318,0.002,94
78,3,10,10000,1.4,0.052429628770049024,0.003,252
78,4,10,10000,1.4,0.04878406429175541,0.004,181
78,5,10,10000,1.4,0.04684861313555731,0.005,149
78,6,10,10000,1.4,0.04472371828777956,0.006,112
78,7,10,10000,1.4,0.04438687688871364,0.007,86
78,8,10,10000,1.4,0.04391047599595771,0.008,68
78,9,10,10000,1.4,0.04483033031936915,0.009,60
78,10,10,10000,1.4,0.045703213941168636,0.01,53
79,1,10,10000,1.4,0.10990483404448602,0.001,95
79,2,10,10000,1.4,0.10966740185452015,0.002,83
79,3,10,10000,1.4,0.04814618266354957,0.003,232
79,4,10,10000,1.4,0.044557865478196255,0.004,175
79,5,10,10000,1.4,0.0411920775006155,0.005,131
79,6,10,10000,1.4,0.040780657031773936,0.006,105
79,7,10,10000,1.4,0.04040150621143896,0.007,84
79,8,10,10000,1.4,0.04613101762547739,0.008,68
79,9,10,10000,1.4,0.046008732314011994,0.009,63
79,10,10,10000,1.4,0.0479865106838534,0.01,57
80,1,10,10000,1.4,0.13616615625640127,0.001,95
80,2,10,10000,1.4,0.05093467308153299,0.002,291
80,3,10,10000,1.4,0.04986883200068059,0.003,210
80,4,10,10000,1.4,0.0484891275030939,0.004,149
80,5,10,10000,1.4,0.04507162038900181,0.005,112
80,6,10,10000,1.4,0.04461867633964947,0.006,96
80,7,10,10000,1.4,0.04493054509439141,0.007,81
80,8,10,10000,1.4,0.04482306874935859,0.008,70
80,9,10,10000,1.4,0.045507435160886,0.009,61
80,10,10,10000,1.4,0.05444895736096063,0.01,52
81,1,10,10000,1.6,0.13926728090537333,0.001,95
81,2,10,10000,1.6,0.13926728090537333,0.002,95
81,3,10,10000,1.6,0.13926728090537333,0.003,95
81,4,10,10000,1.6,0.13926728090537333,0.004,95
81,5,10,10000,1.6,0.04805054100840864,0.005,292
81,6,10,10000,1.6,0.04657654642397341,0.006,177
81,7,10,10000,1.6,0.04639944221558012,0.007,165
81,8,10,10000,1.6,0.04639944221558012,0.008,165
81,9,10,10000,1.6,0.04505334774831137,0.009,159
81,10,10,10000,1.6,0.042991007582856636,0.01,131
82,1,10,10000,1.6,0.1496363869061246,0.001,95
82,2,10,10000,1.6,0.1496363869061246,0.002,95
82,3,10,10000,1.6,0.1603888984870158,0.003,91
82,4,10,10000,1.6,0.1601316300950918,0.004,80
82,5,10,10000,1.6,0.04834770870608037,0.005,245
82,6,10,10000,1.6,0.04772819817686164,0.006,206
82,7,10,10000,1.6,0.04612375792504366,0.007,167
82,8,10,10000,1.6,0.04655691954491852,0.008,137
82,9,10,10000,1.6,0.04746089015747266,0.009,122
82,10,10,10000,1.6,0.05439383525157378,0.01,110
83,1,10,10000,1.6,0.1391082431481394,0.001,95
83,2,10,10000,1.6,0.1391082431481394,0.002,95
83,3,10,10000,1.6,0.1391082431481394,0.003,95
83,4,10,10000,1.6,0.1391082431481394,0.004,95
83,5,10,10000,1.6,0.050892402063176564,0.005,273
83,6,10,10000,1.6,0.04922305419645247,0.006,174
83,7,10,10000,1.6,0.04900532882699937,0.007,165
83,8,10,10000,1.6,0.048863401750267085,0.008,164
83,9,10,10000,1.6,0.04746355069873602,0.009,155
83,10,10,10000,1.6,0.04524145096151499,0.01,118
84,1,10,10000,1.6,0.13747362563163676,0.001,95
84,2,10,10000,1.6,0.13747362563163676,0.002,95
84,3,10,10000,1.6,0.13747362563163676,0.003,95
84,4,10,10000,1.6,0.13747362563163676,0.004,95
84,5,10,10000,1.6,0.04489367833790318,0.005,207
84,6,10,10000,1.6,0.044986960919656,0.006,165
84,7,10,10000,1.6,0.044986960919656,0.007,165
84,8,10,10000,1.6,0.04425499608549278,0.008,162
84,9,10,10000,1.6,0.04293007016166241,0.009,152
84,10,10,10000,1.6,0.03999505878834808,0.01,91
85,1,10,10000,1.6,0.13999649549972526,0.001,95
85,2,10,10000,1.6,0.13999649549972526,0.002,95
85,3,10,10000,1.6,0.13999649549972526,0.003,95
85,4,10,10000,1.6,0.13999649549972526,0.004,95
85,5,10,10000,1.6,0.13999649549972526,0.005,95
85,6,10,10000,1.6,0.04952743347335399,0.006,270
85,7,10,10000,1.6,0.0485338814256528,0.007,183
85,8,10,10000,1.6,0.0483492237468219,0.008,165
85,9,10,10000,1.6,0.0483492237468219,0.009,165
85,10,10,10000,1.6,0.04680212030047678,0.01,151
86,1,10,10000,1.6,0.1304334430852739,0.001,95
86,2,10,10000,1.6,0.1304334430852739,0.002,95
86,3,10,10000,1.6,0.1304334430852739,0.003,95
86,4,10,10000,1.6,0.13037754241990912,0.004,82
86,5,10,10000,1.6,0.05056584409392392,0.005,245
86,6,10,10000,1.6,0.05013155298524262,0.006,195
86,7,10,10000,1.6,0.04930877822119266,0.007,181
86,8,10,10000,1.6,0.04868778195813977,0.008,156
86,9,10,10000,1.6,0.049304573571953,0.009,125
86,10,10,10000,1.6,0.050623164740321074,0.01,106
87,1,10,10000,1.6,0.1394336705039804,0.001,95
87,2,10,10000,1.6,0.1394336705039804,0.002,95
87,3,10,10000,1.6,0.1394336705039804,0.003,95
87,4,10,10000,1.6,0.13942015134064362,0.004,92
87,5,10,10000,1.6,0.05250435158123392,0.005,276
87,6,10,10000,1.6,0.04907193459038827,0.006,212
87,7,10,10000,1.6,0.04791954508946642,0.007,178
87,8,10,10000,1.6,0.04676364372088703,0.008,156
87,9,10,10000,1.6,0.04507577275013034,0.009,137
87,10,10,10000,1.6,0.04513182672680751,0.01,114
88,1,10,10000,1.6,0.1472816654573201,0.001,95
88,2,10,10000,1.6,0.1472816654573201,0.002,95
88,3,10,10000,1.6,0.1472816654573201,0.003,95
88,4,10,10000,1.6,0.14717602455854717,0.004,73
88,5,10,10000,1.6,0.0519740741555507,0.005,272
88,6,10,10000,1.6,0.04834697092238127,0.006,208
88,7,10,10000,1.6,0.04598212558584014,0.007,170
88,8,10,10000,1.6,0.04422520570358146,0.008,141
88,9,10,10000,1.6,0.043290120973178865,0.009,117
88,10,10,10000,1.6,0.04262116778036865,0.01,101
89,1,10,10000,1.6,0.14076804711903315,0.001,95
89,2,10,10000,1.6,0.14076804711903315,0.002,95
89,3,10,10000,1.6,0.14077778101044033,0.003,90
89,4,10,10000,1.6,0.1747982771400917,0.004,81
89,5,10,10000,1.6,0.052719229508525596,0.005,247
89,6,10,10000,1.6,0.04968917270946541,0.006,205
89,7,10,10000,1.6,0.0478419023248527,0.007,163
89,8,10,10000,1.6,0.04586929330537285,0.008,134
89,9,10,10000,1.6,0.04580182292110229,0.009,110
89,10,10,10000,1.6,0.050933159102883166,0.01,97
90,1,10,10000,1.6,0.1834723006546185,0.001,95
90,2,10,10000,1.6,0.16609210938425628,0.002,91
90,3,10,10000,1.6,0.04995781276264182,0.003,266
90,4,10,10000,1.6,0.04854165443387475,0.004,215
90,5,10,10000,1.6,0.04713400618538743,0.005,184
90,6,10,10000,1.6,0.05510677534637609,0.006,144
90,7,10,10000,1.6,0.058966501825651746,0.007,118
90,8,10,10000,1.6,0.0647503399862754,0.008,98
90,9,10,10000,1.6,0.06873433164374533,0.009,84
90,10,10,10000,1.6,0.0723018984007147,0.01,80
91,1,10,10000,1.8,0.1598869488099391,0.001,95
91,2,10,10000,1.8,0.1598869488099391,0.002,95
91,3,10,10000,1.8,0.1598869488099391,0.003,95
91,4,10,10000,1.8,0.1598869488099391,0.004,95
91,5,10,10000,1.8,0.1598869488099391,0.005,95
91,6,10,10000,1.8,0.1598869488099391,0.006,95
91,7,10,10000,1.8,0.15986597333011146,0.007,94
91,8,10,10000,1.8,0.04835899390884264,0.008,270
91,9,10,10000,1.8,0.04679887170086711,0.009,198
91,10,10,10000,1.8,0.047314630985849176,0.01,173
92,1,10,10000,1.8,0.15713692254324155,0.001,95
92,2,10,10000,1.8,0.15713692254324155,0.002,95
92,3,10,10000,1.8,0.15713692254324155,0.003,95
92,4,10,10000,1.8,0.15713692254324155,0.004,95
92,5,10,10000,1.8,0.15713692254324155,0.005,95
92,6,10,10000,1.8,0.15713692254324155,0.006,95
92,7,10,10000,1.8,0.15713692254324155,0.007,95
92,8,10,10000,1.8,0.15713692254324155,0.008,95
92,9,10,10000,1.8,0.15712630545645026,0.009,90
92,10,10,10000,1.8,0.050351834001448645,0.01,204
93,1,10,10000,1.8,0.1996055407973832,0.001,95
93,2,10,10000,1.8,0.1996055407973832,0.002,95
93,3,10,10000,1.8,0.1934465498990758,0.003,94
93,4,10,10000,1.8,0.1884587620957157,0.004,91
93,5,10,10000,1.8,0.18475943519930552,0.005,88
93,6,10,10000,1.8,0.05613809779609414,0.006,278
93,7,10,10000,1.8,0.055774457426147055,0.007,241
93,8,10,10000,1.8,0.05830596644232339,0.008,210
93,9,10,10000,1.8,0.05942332771218484,0.009,196
93,10,10,10000,1.8,0.05859002168762712,0.01,171
94,1,10,10000,1.8,0.1556575407733664,0.001,95
94,2,10,10000,1.8,0.1556575407733664,0.002,95
94,3,10,10000,1.8,0.1556575407733664,0.003,95
94,4,10,10000,1.8,0.1556575407733664,0.004,95
94,5,10,10000,1.8,0.1556575407733664,0.005,95
94,6,10,10000,1.8,0.1556575407733664,0.006,95
94,7,10,10000,1.8,0.1556361138468381,0.007,94
94,8,10,10000,1.8,0.1556394540264847,0.008,91
94,9,10,10000,1.8,0.0538553616710608,0.009,221
94,10,10,10000,1.8,0.05298813289314849,0.01,168
95,1,10,10000,1.8,0.1772568555405929,0.001,95
95,2,10,10000,1.8,0.1772568555405929,0.002,95
95,3,10,10000,1.8,0.1772568555405929,0.003,95
95,4,10,10000,1.8,0.1772568555405929,0.004,95
95,5,10,10000,1.8,0.17273372462596637,0.005,95
95,6,10,10000,1.8,0.182361233227553,0.006,92
95,7,10,10000,1.8,0.05600896572721391,0.007,288
95,8,10,10000,1.8,0.055212032388699116,0.008,262
95,9,10,10000,1.8,0.05384906700591446,0.009,233
95,10,10,10000,1.8,0.05414884123169896,0.01,189
96,1,10,10000,1.8,0.21011055411469728,0.001,95
96,2,10,10000,1.8,0.21011055411469728,0.002,95
96,3,10,10000,1.8,0.21011055411469728,0.003,95
96,4,10,10000,1.8,0.21009998767489013,0.004,93
96,5,10,10000,1.8,0.22295207035044054,0.005,92
96,6,10,10000,1.8,0.158873871365331,0.006,90
96,7,10,10000,1.8,0.05977569587289416,0.007,269
96,8,10,10000,1.8,0.05996475079161686,0.008,224
