f_n,s_n,d,N,pi_s,div,s,c
379,4,12,20000,1.4,0.05533552514391096,0.004,176
379,5,12,20000,1.4,0.05641189777559988,0.005,147
379,6,12,20000,1.4,0.060030812413250124,0.006,99
379,7,12,20000,1.4,0.06263971989765733,0.007,75
379,8,12,20000,1.4,0.06263971989765733,0.008,75
379,9,12,20000,1.4,0.06327363430608969,0.009,63
379,10,12,20000,1.4,0.0637805197412066,0.01,60
380,1,12,20000,1.4,0.1241867578417554,0.001,113
380,2,12,20000,1.4,0.044844581049318925,0.002,289
380,3,12,20000,1.4,0.041542995427324134,0.003,278
380,4,12,20000,1.4,0.04176615354345191,0.004,108
380,5,12,20000,1.4,0.050606178085841225,0.005,66
380,6,12,20000,1.4,0.050606178085841225,0.006,66
380,7,12,20000,1.4,0.050606178085841225,0.007,66
380,8,12,20000,1.4,0.050606178085841225,0.008,66
380,9,12,20000,1.4,0.050606178085841225,0.009,66
380,10,12,20000,1.4,0.050606178085841225,0.01,66
381,1,12,20000,1.6,0.13604924289086098,0.001,116
381,2,12,20000,1.6,0.13604924289086098,0.002,116
381,3,12,20000,1.6,0.14003566049554073,0.003,92
381,4,12,20000,1.6,0.14830549820810696,0.004,80
381,5,12,20000,1.6,0.0421950106817029,0.005,276
381,6,12,20000,1.6,0.04081704841132689,0.006,203
381,7,12,20000,1.6,0.04363358744110599,0.007,136
381,8,12,20000,1.6,0.044284649101516915,0.008,111
381,9,12,20000,1.6,0.04610634606585774,0.009,95
381,10,12,20000,1.6,0.047746538738440404,0.01,83
382,1,12,20000,1.6,0.14262363339441028,0.001,116
382,2,12,20000,1.6,0.14262363339441028,0.002,116
382,3,12,20000,1.6,0.14257029555071413,0.003,107
382,4,12,20000,1.6,0.04674622996279146,0.004,286
382,5,12,20000,1.6,0.04674622996279146,0.005,286
382,6,12,20000,1.6,0.04377710374115743,0.006,252
382,7,12,20000,1.6,0.04544801721705784,0.007,107
382,8,12,20000,1.6,0.05597951861208136,0.008,66
382,9,12,20000,1.6,0.05597951861208136,0.009,66
382,10,12,20000,1.6,0.05597951861208136,0.01,66
383,1,12,20000,1.6,0.1333154128263863,0.001,116
383,2,12,20000,1.6,0.14564597838414844,0.002,109
383,3,12,20000,1.6,0.16048330719674667,0.003,95
383,4,12,20000,1.6,0.10495361296071525,0.004,102
383,5,12,20000,1.6,0.05032573793213484,0.005,245
383,6,12,20000,1.6,0.052462308172043455,0.006,187
383,7,12,20000,1.6,0.05491542194311537,0.007,157
383,8,12,20000,1.6,0.059092445784800655,0.008,131
383,9,12,20000,1.6,0.061270043422961114,0.009,117
383,10,12,20000,1.6,0.06615727820342117,0.01,105
384,1,12,20000,1.6,0.1438721281573049,0.001,116
384,2,12,20000,1.6,0.1438721281573049,0.002,116
384,3,12,20000,1.6,0.14384623690241005,0.003,106
384,4,12,20000,1.6,0.04988089887365547,0.004,292
384,5,12,20000,1.6,0.05002943404324034,0.005,286
384,6,12,20000,1.6,0.0490395344905361,0.006,261
384,7,12,20000,1.6,0.04900218526376151,0.007,130
384,8,12,20000,1.6,0.056515547097807914,0.008,72
384,9,12,20000,1.6,0.05938411995142658,0.009,66
384,10,12,20000,1.6,0.05938411995142658,0.01,66
385,1,12,20000,1.6,0.13054454404383853,0.001,116
385,2,12,20000,1.6,0.15983186304291339,0.002,103
385,3,12,20000,1.6,0.14413957405131408,0.003,89
385,4,12,20000,1.6,0.04705291073120216,0.004,280
385,5,12,20000,1.6,0.04865687305446516,0.005,191
385,6,12,20000,1.6,0.049686501286175355,0.006,167
385,7,12,20000,1.6,0.04986715325692832,0.007,140
385,8,12,20000,1.6,0.052265192443163945,0.008,115
385,9,12,20000,1.6,0.05616111786516022,0.009,102
385,10,12,20000,1.6,0.07392039227687208,0.01,83
386,1,12,20000,1.6,0.15535787915091662,0.001,116
386,2,12,20000,1.6,0.15531985228841827,0.002,101
386,3,12,20000,1.6,0.1478390602626947,0.003,96
386,4,12,20000,1.6,0.14859901142390272,0.004,77
386,5,12,20000,1.6,0.05509172070099182,0.005,259
386,6,12,20000,1.6,0.056072968767350656,0.006,202
386,7,12,20000,1.6,0.056889940803142164,0.007,164
386,8,12,20000,1.6,0.05740932855204931,0.008,139
386,9,12,20000,1.6,0.06164195316024628,0.009,110
386,10,12,20000,1.6,0.06315267264505003,0.01,96
387,1,12,20000,1.6,0.14846869804535162,0.001,110
387,2,12,20000,1.6,0.14635387634688365,0.002,92
387,3,12,20000,1.6,0.14802995916110434,0.003,91
387,4,12,20000,1.6,0.04481006504906471,0.004,283
387,5,12,20000,1.6,0.044193299328652146,0.005,203
387,6,12,20000,1.6,0.04654546516292466,0.006,168
387,7,12,20000,1.6,0.05371491350654091,0.007,130
387,8,12,20000,1.6,0.05964621701860647,0.008,108
387,9,12,20000,1.6,0.06396097560933135,0.009,90
387,10,12,20000,1.6,0.07059891834209364,0.01,79
388,1,12,20000,1.6,0.15306965653492235,0.001,90
388,2,12,20000,1.6,0.16452515165019302,0.002,96
388,3,12,20000,1.6,0.04390718709147022,0.003,267
388,4,12,20000,1.6,0.047325178275447424,0.004,225
388,5,12,20000,1.6,0.050292415054272066,0.005,219
388,6,12,20000,1.6,0.05151145343418112,0.006,191
388,7,12,20000,1.6,0.05256827803106046,0.007,147
388,8,12,20000,1.6,0.05171308698643299,0.008,113
388,9,12,20000,1.6,0.05113793276396394,0.009,96
388,10,12,20000,1.6,0.05261119956597666,0.01,80
389,1,12,20000,1.6,0.1514345786270272,0.001,111
389,2,12,20000,1.6,0.18494163431011215,0.002,85
389,3,12,20000,1.6,0.13685983187240938,0.003,90
389,4,12,20000,1.6,0.047298394363566795,0.004,278
389,5,12,20000,1.6,0.05277611745908281,0.005,201
389,6,12,20000,1.6,0.05970124473950547,0.006,154
389,7,12,20000,1.6,0.06721454334702964,0.007,132
389,8,12,20000,1.6,0.0801812359062362,0.008,114
389,9,12,20000,1.6,0.08141613014415691,0.009,103
389,10,12,20000,1.6,0.082392668960957,0.01,91
390,1,12,20000,1.6,0.1443105005442244,0.001,116
390,2,12,20000,1.6,0.1443105005442244,0.002,116
390,3,12,20000,1.6,0.14420403770193513,0.003,106
390,4,12,20000,1.6,0.046241556845917464,0.004,288
390,5,12,20000,1.6,0.04637601440766954,0.005,286
390,6,12,20000,1.6,0.04480117121290318,0.006,272
390,7,12,20000,1.6,0.04258985492312447,0.007,142
390,8,12,20000,1.6,0.05301757969083081,0.008,71
390,9,12,20000,1.6,0.05586430797189495,0.009,66
390,10,12,20000,1.6,0.05586430797189495,0.01,66
391,1,12,20000,1.8,0.1911569062106925,0.001,100
391,2,12,20000,1.8,0.1911569062106925,0.002,100
391,3,12,20000,1.8,0.1911569062106925,0.003,100
391,4,12,20000,1.8,0.19116484887367885,0.004,96
391,5,12,20000,1.8,0.19313909849240204,0.005,89
391,6,12,20000,1.8,0.13944886868507775,0.006,98
391,7,12,20000,1.8,0.052543765971990425,0.007,246
391,8,12,20000,1.8,0.0552600432253162,0.008,202
391,9,12,20000,1.8,0.05519308932789316,0.009,149
391,10,12,20000,1.8,0.058462319070150134,0.01,113
392,1,12,20000,1.8,0.15948268313898578,0.001,116
392,2,12,20000,1.8,0.15948268313898578,0.002,116
392,3,12,20000,1.8,0.15948268313898578,0.003,116
392,4,12,20000,1.8,0.15948268313898578,0.004,116
392,5,12,20000,1.8,0.15944995619458266,0.005,95
392,6,12,20000,1.8,0.04653871872576012,0.006,286
392,7,12,20000,1.8,0.04653871872576012,0.007,286
392,8,12,20000,1.8,0.04653871872576012,0.008,286
392,9,12,20000,1.8,0.044411832993925766,0.009,254
392,10,12,20000,1.8,0.04716166600918459,0.01,106
393,1,12,20000,1.8,0.18188856627197017,0.001,116
393,2,12,20000,1.8,0.18188856627197017,0.002,116
393,3,12,20000,1.8,0.18188856627197017,0.003,116
393,4,12,20000,1.8,0.18196737531190388,0.004,111
393,5,12,20000,1.8,0.18196737531190388,0.005,111
393,6,12,20000,1.8,0.16944820095343496,0.006,110
393,7,12,20000,1.8,0.16950014133351304,0.007,94
393,8,12,20000,1.8,0.05980852784461679,0.008,262
393,9,12,20000,1.8,0.06097960012958448,0.009,237
393,10,12,20000,1.8,0.06686927210822702,0.01,185
394,1,12,20000,1.8,0.16001075300140702,0.001,116
394,2,12,20000,1.8,0.16001075300140702,0.002,116
394,3,12,20000,1.8,0.16001075300140702,0.003,116
394,4,12,20000,1.8,0.16001075300140702,0.004,116
394,5,12,20000,1.8,0.1598831202676851,0.005,102
394,6,12,20000,1.8,0.04809783633197593,0.006,286
394,7,12,20000,1.8,0.04809783633197593,0.007,286
394,8,12,20000,1.8,0.04809783633197593,0.008,286
394,9,12,20000,1.8,0.04636080997691375,0.009,260
394,10,12,20000,1.8,0.046168787183435346,0.01,139
395,1,12,20000,1.8,0.1613796033189663,0.001,116
395,2,12,20000,1.8,0.1613796033189663,0.002,116
395,3,12,20000,1.8,0.1613796033189663,0.003,116
395,4,12,20000,1.8,0.1613001250650008,0.004,102
395,5,12,20000,1.8,0.16963637489150524,0.005,97
395,6,12,20000,1.8,0.14511289252325993,0.006,96
395,7,12,20000,1.8,0.050631685430565905,0.007,299
395,8,12,20000,1.8,0.04988478593753779,0.008,259
395,9,12,20000,1.8,0.05102209298493619,0.009,210
395,10,12,20000,1.8,0.05201093818057759,0.01,156
396,1,12,20000,1.8,0.13812513414052757,0.001,116
396,2,12,20000,1.8,0.13812513414052757,0.002,116
396,3,12,20000,1.8,0.12438505626617294,0.003,109
396,4,12,20000,1.8,0.12435505434990791,0.004,89
396,5,12,20000,1.8,0.18626783002971117,0.005,89
396,6,12,20000,1.8,0.054854916494633636,0.006,262
396,7,12,20000,1.8,0.0596313908886612,0.007,222
396,8,12,20000,1.8,0.06016523968342456,0.008,194
396,9,12,20000,1.8,0.05983749514592286,0.009,165
396,10,12,20000,1.8,0.06003125618896992,0.01,139
397,1,12,20000,1.8,0.14979727417685798,0.001,116
397,2,12,20000,1.8,0.14979727417685798,0.002,116
397,3,12,20000,1.8,0.14979727417685798,0.003,116
397,4,12,20000,1.8,0.14967772812760088,0.004,95
397,5,12,20000,1.8,0.1607337394336129,0.005,103
397,6,12,20000,1.8,0.1607521253933725,0.006,89
397,7,12,20000,1.8,0.053113781626978905,0.007,279
397,8,12,20000,1.8,0.0610614795442972,0.008,212
397,9,12,20000,1.8,0.06125623227840681,0.009,207
397,10,12,20000,1.8,0.06064020920894392,0.01,174
398,1,12,20000,1.8,0.15999425235725648,0.001,116
398,2,12,20000,1.8,0.15999425235725648,0.002,116
398,3,12,20000,1.8,0.15999425235725648,0.003,116
398,4,12,20000,1.8,0.15999425235725648,0.004,116
398,5,12,20000,1.8,0.15992026489183697,0.005,102
398,6,12,20000,1.8,0.0484473470335032,0.006,286
398,7,12,20000,1.8,0.0484473470335032,0.007,286
398,8,12,20000,1.8,0.0484473470335032,0.008,286
398,9,12,20000,1.8,0.046184095209960016,0.009,266
398,10,12,20000,1.8,0.04561736663897008,0.01,139
399,1,12,20000,1.8,0.15925707637035813,0.001,116
399,2,12,20000,1.8,0.15925707637035813,0.002,116
399,3,12,20000,1.8,0.15925707637035813,0.003,116
399,4,12,20000,1.8,0.15925707637035813,0.004,116
399,5,12,20000,1.8,0.04458774397828067,0.005,300
399,6,12,20000,1.8,0.04470600306099733,0.006,286
399,7,12,20000,1.8,0.04470600306099733,0.007,286
399,8,12,20000,1.8,0.04379493903793059,0.008,283
399,9,12,20000,1.8,0.040976288013318235,0.009,234
399,10,12,20000,1.8,0.04745590559620137,0.01,95
400,1,12,20000,1.8,0.15983785600962463,0.001,116
400,2,12,20000,1.8,0.15983785600962463,0.002,116
400,3,12,20000,1.8,0.15983785600962463,0.003,116
400,4,12,20000,1.8,0.15983785600962463,0.004,116
400,5,12,20000,1.8,0.1597034750220308,0.005,105
400,6,12,20000,1.8,0.04652577146632911,0.006,286
400,7,12,20000,1.8,0.04652577146632911,0.007,286
400,8,12,20000,1.8,0.04645118992882256,0.008,285
400,9,12,20000,1.8,0.045884029468793414,0.009,274
400,10,12,20000,1.8,0.044477972532987464,0.01,150
401,1,12,40000,1.0,0.03645488797044856,0.001,115
401,2,12,40000,1.0,0.04026888364013179,0.002,75
401,3,12,40000,1.0,0.052527644968176274,0.003,53
401,4,12,40000,1.0,0.07192299945068686,0.004,40
401,5,12,40000,1.0,0.08638168515034698,0.005,23
401,6,12,40000,1.0,0.09120574397834046,0.006,17
401,7,12,40000,1.0,0.10233864758820568,0.007,11
401,8,12,40000,1.0,0.11109624379160714,0.008,4
401,9,12,40000,1.0,0.11414695108230279,0.009,1
401,10,12,40000,1.0,0.11414695108230279,0.01,1
402,1,12,40000,1.0,0.028651802877236617,0.001,124
402,2,12,40000,1.0,0.03289317074612672,0.002,69
402,3,12,40000,1.0,0.03347844720279494,0.003,64
402,4,12,40000,1.0,0.03811514932928348,0.004,46
402,5,12,40000,1.0,0.054376886673106965,0.005,23
402,6,12,40000,1.0,0.06740125935336125,0.006,17
402,7,12,40000,1.0,0.09331529604605833,0.007,6
402,8,12,40000,1.0,0.09331529604605833,0.008,6
402,9,12,40000,1.0,0.09797349613867609,0.009,5
402,10,12,40000,1.0,0.10635028922289012,0.01,3
403,1,12,40000,1.0,0.03354340064517918,0.001,118
403,2,12,40000,1.0,0.04127968093806563,0.002,69
403,3,12,40000,1.0,0.04712446698150253,0.003,52
403,4,12,40000,1.0,0.057132592621819266,0.004,42
403,5,12,40000,1.0,0.06259850151385496,0.005,31
403,6,12,40000,1.0,0.06360890111348211,0.006,17
403,7,12,40000,1.0,0.06415614740985402,0.007,13
403,8,12,40000,1.0,0.06415614740985402,0.008,13
403,9,12,40000,1.0,0.07657006239183577,0.009,11
403,10,12,40000,1.0,0.0983237552270976,0.01,7
404,1,12,40000,1.0,0.030873799430130182,0.001,141
404,2,12,40000,1.0,0.04402585948240936,0.002,74
404,3,12,40000,1.0,0.055133807787880205,0.003,48
404,4,12,40000,1.0,0.06003964043077005,0.004,31
404,5,12,40000,1.0,0.06420329510240992,0.005,27
404,6,12,40000,1.0,0.06859489072033438,0.006,21
404,7,12,40000,1.0,0.07114838271888278,0.007,17
404,8,12,40000,1.0,0.07146860849640732,0.008,16
404,9,12,40000,1.0,0.08131243096807153,0.009,12
404,10,12,40000,1.0,0.0870700889074048,0.01,9
405,1,12,40000,1.0,0.02982722342426944,0.001,139
405,2,12,40000,1.0,0.03373661777951906,0.002,78
405,3,12,40000,1.0,0.0461605168382399,0.003,53
405,4,12,40000,1.0,0.05655799629468968,0.004,39
405,5,12,40000,1.0,0.06951812408154127,0.005,24
405,6,12,40000,1.0,0.07760262939080384,0.006,19
405,7,12,40000,1.0,0.08380111583297221,0.007,13
405,8,12,40000,1.0,0.08933039202875398,0.008,8
405,9,12,40000,1.0,0.09078193875841643,0.009,7
405,10,12,40000,1.0,0.09721320767923611,0.01,5
406,1,12,40000,1.0,0.030137811551146646,0.001,107
406,2,12,40000,1.0,0.035860782886170166,0.002,66
406,3,12,40000,1.0,0.035860782886170166,0.003,66
406,4,12,40000,1.0,0.035860782886170166,0.004,66
406,5,12,40000,1.0,0.06435290892747471,0.005,40
406,6,12,40000,1.0,0.1074679844391279,0.006,0
406,7,12,40000,1.0,0.1074679844391279,0.007,0
406,8,12,40000,1.0,0.1074679844391279,0.008,0
406,9,12,40000,1.0,0.1074679844391279,0.009,0
406,10,12,40000,1.0,0.1074679844391279,0.01,0
407,1,12,40000,1.0,0.03457790547287741,0.001,139
407,2,12,40000,1.0,0.04020499444161917,0.002,81
407,3,12,40000,1.0,0.04932671151872772,0.003,55
407,4,12,40000,1.0,0.059236480550942716,0.004,40
407,5,12,40000,1.0,0.06505299619800033,0.005,32
407,6,12,40000,1.0,0.07506205109250134,0.006,24
407,7,12,40000,1.0,0.08969924010397758,0.007,14
407,8,12,40000,1.0,0.10660643127208642,0.008,7
407,9,12,40000,1.0,0.11608749518506921,0.009,2
407,10,12,40000,1.0,0.11974430743757494,0.01,0
408,1,12,40000,1.0,0.029808528906660827,0.001,97
408,2,12,40000,1.0,0.03543856425437794,0.002,66
408,3,12,40000,1.0,0.03543856425437794,0.003,66
408,4,12,40000,1.0,0.03543856425437794,0.004,66
408,5,12,40000,1.0,0.06539936298867632,0.005,40
408,6,12,40000,1.0,0.10810120170661291,0.006,0
408,7,12,40000,1.0,0.10810120170661291,0.007,0
408,8,12,40000,1.0,0.10810120170661291,0.008,0
408,9,12,40000,1.0,0.10810120170661291,0.009,0
408,10,12,40000,1.0,0.10810120170661291,0.01,0
409,1,12,40000,1.0,0.030353907652464224,0.001,142
409,2,12,40000,1.0,0.04302065629184534,0.002,74
409,3,12,40000,1.0,0.05147047883452874,0.003,54
409,4,12,40000,1.0,0.06040484802810728,0.004,34
409,5,12,40000,1.0,0.07044082209251877,0.005,26
409,6,12,40000,1.0,0.08659797619563207,0.006,18
409,7,12,40000,1.0,0.0941220450096746,0.007,14
409,8,12,40000,1.0,0.09905625770439999,0.008,11
409,9,12,40000,1.0,0.10103843599867217,0.009,10
409,10,12,40000,1.0,0.10103843599867217,0.01,10
410,1,12,40000,1.0,0.028479931536164543,0.001,108
410,2,12,40000,1.0,0.03497231364949299,0.002,58
410,3,12,40000,1.0,0.04337698340353818,0.003,48
410,4,12,40000,1.0,0.06537256093956259,0.004,32
410,5,12,40000,1.0,0.07151993220357741,0.005,30
410,6,12,40000,1.0,0.07229198806590197,0.006,20
410,7,12,40000,1.0,0.07229792911332666,0.007,17
410,8,12,40000,1.0,0.07229792911332666,0.008,17
410,9,12,40000,1.0,0.07385440666747645,0.009,16
410,10,12,40000,1.0,0.07385440666747645,0.01,16
411,1,12,40000,1.2,0.031886809331601394,0.001,286
411,2,12,40000,1.2,0.028969565995792576,0.002,217
411,3,12,40000,1.2,0.04314414095063496,0.003,66
411,4,12,40000,1.2,0.04314414095063496,0.004,66
411,5,12,40000,1.2,0.04314414095063496,0.005,66
411,6,12,40000,1.2,0.04314414095063496,0.006,66
411,7,12,40000,1.2,0.04314414095063496,0.007,66
411,8,12,40000,1.2,0.04314414095063496,0.008,66
411,9,12,40000,1.2,0.08272690201695831,0.009,39
411,10,12,40000,1.2,0.1355758810783821,0.01,1
412,1,12,40000,1.2,0.08733718773624019,0.001,89
412,2,12,40000,1.2,0.033247524067893004,0.002,159
412,3,12,40000,1.2,0.04401255288568891,0.003,81
412,4,12,40000,1.2,0.04795224899423429,0.004,71
412,5,12,40000,1.2,0.04975974295921104,0.005,65
412,6,12,40000,1.2,0.052158476192185804,0.006,60
412,7,12,40000,1.2,0.06450280956212083,0.007,48
412,8,12,40000,1.2,0.07921758410365222,0.008,37
412,9,12,40000,1.2,0.10409964122449464,0.009,25
412,10,12,40000,1.2,0.11544055006844935,0.01,16
413,1,12,40000,1.2,0.09709294502210515,0.001,100
413,2,12,40000,1.2,0.05247137998719769,0.002,132
413,3,12,40000,1.2,0.053469590332714395,0.003,99
413,4,12,40000,1.2,0.05441780629379689,0.004,73
413,5,12,40000,1.2,0.060172679828043626,0.005,66
413,6,12,40000,1.2,0.06840403032099966,0.006,54
413,7,12,40000,1.2,0.07700726855555294,0.007,44
413,8,12,40000,1.2,0.08559762929850971,0.008,29
413,9,12,40000,1.2,0.08608879297948367,0.009,26
413,10,12,40000,1.2,0.08608879297948367,0.01,26
414,1,12,40000,1.2,0.030853813478552577,0.001,279
414,2,12,40000,1.2,0.03243191777614621,0.002,158
414,3,12,40000,1.2,0.04345418390558434,0.003,96
414,4,12,40000,1.2,0.0520737497726178,0.004,75
414,5,12,40000,1.2,0.06077595886073052,0.005,53
414,6,12,40000,1.2,0.06636287866902907,0.006,35
414,7,12,40000,1.2,0.0664580128308051,0.007,33
414,8,12,40000,1.2,0.07014097415719153,0.008,32
414,9,12,40000,1.2,0.07064660325781329,0.009,31
414,10,12,40000,1.2,0.07238407490535377,0.01,29
415,1,12,40000,1.2,0.032630622617320706,0.001,295
415,2,12,40000,1.2,0.03814980267368547,0.002,168
415,3,12,40000,1.2,0.04097628798813863,0.003,105
415,4,12,40000,1.2,0.04745692569571724,0.004,94
415,5,12,40000,1.2,0.07367268384610842,0.005,52
415,6,12,40000,1.2,0.08184958723872192,0.006,40
415,7,12,40000,1.2,0.08261590068557093,0.007,31
415,8,12,40000,1.2,0.08375189813305271,0.008,26
415,9,12,40000,1.2,0.08375189813305271,0.009,26
415,10,12,40000,1.2,0.08375189813305271,0.01,26
416,1,12,40000,1.2,0.03079752477846019,0.001,291
416,2,12,40000,1.2,0.03703190955087714,0.002,164
416,3,12,40000,1.2,0.042326195418680795,0.003,99
416,4,12,40000,1.2,0.05360650915465231,0.004,68
416,5,12,40000,1.2,0.07045943444211668,0.005,53
416,6,12,40000,1.2,0.07697025566853061,0.006,38
416,7,12,40000,1.2,0.07798061186814294,0.007,32
416,8,12,40000,1.2,0.0867198286227668,0.008,28
416,9,12,40000,1.2,0.09018663919070607,0.009,25
416,10,12,40000,1.2,0.10538140482995159,0.01,18
417,1,12,40000,1.2,0.11191983198992947,0.001,84
417,2,12,40000,1.2,0.03473163397731863,0.002,154
417,3,12,40000,1.2,0.0408984499070316,0.003,95
417,4,12,40000,1.2,0.04415685967913047,0.004,82
417,5,12,40000,1.2,0.047430589612854644,0.005,69
417,6,12,40000,1.2,0.0635197004484015,0.006,51
417,7,12,40000,1.2,0.07495962018530711,0.007,39
417,8,12,40000,1.2,0.07833904678293514,0.008,31
417,9,12,40000,1.2,0.08657001874455011,0.009,25
417,10,12,40000,1.2,0.09422833451487495,0.01,19
418,1,12,40000,1.2,0.07311317935526349,0.001,83
418,2,12,40000,1.2,0.036140066591065306,0.002,155
418,3,12,40000,1.2,0.041297769071681895,0.003,87
418,4,12,40000,1.2,0.04120116115581601,0.004,72
418,5,12,40000,1.2,0.06253791801306345,0.005,62
418,6,12,40000,1.2,0.06693399010343228,0.006,54
418,7,12,40000,1.2,0.090804268586172,0.007,29
418,8,12,40000,1.2,0.0930431536164684,0.008,17
418,9,12,40000,1.2,0.09272446289302094,0.009,14
418,10,12,40000,1.2,0.09272446289302094,0.01,14
419,1,12,40000,1.2,0.098650569706848,0.001,83
419,2,12,40000,1.2,0.029671681863104562,0.002,161
419,3,12,40000,1.2,0.03684566563789297,0.003,86
419,4,12,40000,1.2,0.04321225953329556,0.004,68
419,5,12,40000,1.2,0.0432074507759609,0.005,67
419,6,12,40000,1.2,0.046873373908807234,0.006,63
419,7,12,40000,1.2,0.06327733572596476,0.007,47
419,8,12,40000,1.2,0.07944922216638053,0.008,35
419,9,12,40000,1.2,0.09571271014685245,0.009,20
419,10,12,40000,1.2,0.10095901093300283,0.01,16
420,1,12,40000,1.2,0.03744211590431492,0.001,292
420,2,12,40000,1.2,0.04546790596009984,0.002,145
420,3,12,40000,1.2,0.05271700786619679,0.003,104
420,4,12,40000,1.2,0.06155195649518862,0.004,76
420,5,12,40000,1.2,0.06573972750807323,0.005,62
420,6,12,40000,1.2,0.07455877946064586,0.006,48
420,7,12,40000,1.2,0.09464212214622947,0.007,31
420,8,12,40000,1.2,0.09959818472690847,0.008,29
420,9,12,40000,1.2,0.09969532417559644,0.009,26
420,10,12,40000,1.2,0.10577687435496914,0.01,17
421,1,12,40000,1.4,0.12287547736363552,0.001,116
421,2,12,40000,1.4,0.034736293124814306,0.002,290
421,3,12,40000,1.4,0.03480995323866701,0.003,286
421,4,12,40000,1.4,0.037603627081810434,0.004,124
421,5,12,40000,1.4,0.04914130306613765,0.005,66
421,6,12,40000,1.4,0.04914130306613765,0.006,66
421,7,12,40000,1.4,0.04914130306613765,0.007,66
421,8,12,40000,1.4,0.04914130306613765,0.008,66
421,9,12,40000,1.4,0.04914130306613765,0.009,66
421,10,12,40000,1.4,0.04914130306613765,0.01,66
422,1,12,40000,1.4,0.12928666109966455,0.001,108
422,2,12,40000,1.4,0.11942485165002129,0.002,87
422,3,12,40000,1.4,0.03977118433891071,0.003,210
422,4,12,40000,1.4,0.04566112649572573,0.004,147
422,5,12,40000,1.4,0.048475151135428024,0.005,121
422,6,12,40000,1.4,0.05370048902200042,0.006,94
422,7,12,40000,1.4,0.06110220323156336,0.007,78
422,8,12,40000,1.4,0.06975117840295345,0.008,59
422,9,12,40000,1.4,0.07061758664173128,0.009,51
422,10,12,40000,1.4,0.0754933923677319,0.01,46
423,1,12,40000,1.4,0.14203667629201766,0.001,112
423,2,12,40000,1.4,0.1261441111459849,0.002,81
423,3,12,40000,1.4,0.030246884954561175,0.003,224
423,4,12,40000,1.4,0.030027330596383826,0.004,161
423,5,12,40000,1.4,0.03074992956889678,0.005,118
423,6,12,40000,1.4,0.04024926306178812,0.006,93
423,7,12,40000,1.4,0.04694202986136226,0.007,78
423,8,12,40000,1.4,0.05557363526279604,0.008,63
423,9,12,40000,1.4,0.06480338797416721,0.009,54
423,10,12,40000,1.4,0.06876232631689469,0.01,49
424,1,12,40000,1.4,0.13807318683146588,0.001,113
424,2,12,40000,1.4,0.10878350939852721,0.002,95
424,3,12,40000,1.4,0.0360405766807385,0.003,215
424,4,12,40000,1.4,0.039510846231523795,0.004,141
424,5,12,40000,1.4,0.041812993094038485,0.005,103
424,6,12,40000,1.4,0.047320291016445824,0.006,81
424,7,12,40000,1.4,0.05261468769165543,0.007,73
424,8,12,40000,1.4,0.05874052817604392,0.008,67
424,9,12,40000,1.4,0.06580091656048867,0.009,60
424,10,12,40000,1.4,0.07075869656129602,0.01,56
425,1,12,40000,1.4,0.12331708481331129,0.001,116
425,2,12,40000,1.4,0.033235820473615826,0.002,289
425,3,12,40000,1.4,0.03332418423164762,0.003,286
425,4,12,40000,1.4,0.034261427911677904,0.004,147
425,5,12,40000,1.4,0.04874645182117275,0.005,66
425,6,12,40000,1.4,0.04874645182117275,0.006,66
425,7,12,40000,1.4,0.04874645182117275,0.007,66
425,8,12,40000,1.4,0.04874645182117275,0.008,66
425,9,12,40000,1.4,0.04874645182117275,0.009,66
425,10,12,40000,1.4,0.04874645182117275,0.01,66
426,1,12,40000,1.4,0.1420548490589501,0.001,103
426,2,12,40000,1.4,0.12800651199742025,0.002,91
426,3,12,40000,1.4,0.04128295569345079,0.003,208
426,4,12,40000,1.4,0.044185134319466746,0.004,157
426,5,12,40000,1.4,0.050608769205255165,0.005,112
426,6,12,40000,1.4,0.055688973805407584,0.006,93
426,7,12,40000,1.4,0.061199583188190236,0.007,82
426,8,12,40000,1.4,0.0641124060052584,0.008,70
426,9,12,40000,1.4,0.07658434238410529,0.009,55
426,10,12,40000,1.4,0.08575590967422249,0.01,49
427,1,12,40000,1.4,0.11948850989813797,0.001,96
427,2,12,40000,1.4,0.13332347700318498,0.002,94
427,3,12,40000,1.4,0.034779384538303926,0.003,217
427,4,12,40000,1.4,0.03833870882500648,0.004,150
427,5,12,40000,1.4,0.042419395501144,0.005,118
427,6,12,40000,1.4,0.05062848300157006,0.006,95
427,7,12,40000,1.4,0.06100088336252228,0.007,77
427,8,12,40000,1.4,0.0681102852982529,0.008,62
427,9,12,40000,1.4,0.07549941290357579,0.009,54
427,10,12,40000,1.4,0.0857531512594298,0.01,45
428,1,12,40000,1.4,0.12374946066304784,0.001,116
428,2,12,40000,1.4,0.03516180415523885,0.002,286
428,3,12,40000,1.4,0.03516180415523885,0.003,286
428,4,12,40000,1.4,0.034225155893759435,0.004,158
428,5,12,40000,1.4,0.04954361810566034,0.005,66
428,6,12,40000,1.4,0.04954361810566034,0.006,66
428,7,12,40000,1.4,0.04954361810566034,0.007,66
428,8,12,40000,1.4,0.04954361810566034,0.008,66
428,9,12,40000,1.4,0.04954361810566034,0.009,66
428,10,12,40000,1.4,0.04954361810566034,0.01,66
429,1,12,40000,1.4,0.12321686270212365,0.001,116
429,2,12,40000,1.4,0.03509714659668242,0.002,286
