f_n,d,N,pi_s,max_d,emp_d
628,13,40000,1.4,0.058395926731282466,0.1067894401419403
629,13,40000,1.4,0.036004092966668254,0.1210985953511128
630,13,40000,1.4,0.05000571177714154,0.0990634838770956
631,13,40000,1.6,0.07079408454392354,0.0963787088750372
632,13,40000,1.6,0.04059809548647816,0.12886616100916737
633,13,40000,1.6,0.05033304688103137,0.11004884198567776
634,13,40000,1.6,0.04649124883984953,0.1035698825691615
635,13,40000,1.6,0.04083940456693165,0.13295282709767892
636,13,40000,1.6,0.193104772545226,0.06913614608410175
637,13,40000,1.6,0.04453848674630679,0.12671907818986988
638,13,40000,1.6,0.047854457050693626,0.11092137428719456
639,13,40000,1.6,0.141927154908901,0.14098444026561455
640,13,40000,1.6,0.056311232190153285,0.12877613997123025
641,13,40000,1.8,0.06989089456542562,0.13262514960362407
642,13,40000,1.8,0.038536832215815324,0.14029205723745877
643,13,40000,1.8,0.15900542467175005,0.15290376051092344
644,13,40000,1.8,0.05988931986735204,0.12376171146403316
645,13,40000,1.8,0.15798521458507572,0.151254224345467
646,13,40000,1.8,0.03946875844991648,0.14683286050176794
647,13,40000,1.8,0.055746263108158334,0.1183385545475209
648,13,40000,1.8,0.04479513283714725,0.1257205139673146
649,13,40000,1.8,0.06237962240802739,0.11701828665634234
650,13,40000,1.8,0.05235685958550001,0.13170995312299097
651,13,60000,1.0,0.03235558963400578,0.0746804276001455
652,13,60000,1.0,0.029872838250893936,0.06547418765641717
653,13,60000,1.0,0.02867925265535552,0.06779541387013759
654,13,60000,1.0,0.03137691187289427,0.07717020974266403
655,13,60000,1.0,0.02979485830203923,0.07418831776932835
656,13,60000,1.0,0.03318958185975987,0.07638440589049103
657,13,60000,1.0,0.033803214690065655,0.07610870982597553
658,13,60000,1.0,0.030164512406540604,0.06714186391554282
659,13,60000,1.0,0.0352729235096077,0.07627830793465848
660,13,60000,1.0,0.03319782554062814,0.07141612827357183
661,13,60000,1.2,0.03986721752898589,0.07637795832566582
662,13,60000,1.2,0.051050893725674736,0.09118747014859108
663,13,60000,1.2,0.033391357682222955,0.09069543029929908
664,13,60000,1.2,0.029147107719463335,0.0954980617867798
665,13,60000,1.2,0.029396708258350487,0.08005876640915037
666,13,60000,1.2,0.041600229574715625,0.08747678118064109
667,13,60000,1.2,0.03674961405002738,0.09140867814947261
668,13,60000,1.2,0.03110115247013481,0.09357551893634349
669,13,60000,1.2,0.02969794234071558,0.09720517770016365
670,13,60000,1.2,0.03177134966516255,0.08446846016435433
671,13,60000,1.4,0.12374022520721521,0.1124947046620352
672,13,60000,1.4,0.03148740783349749,0.11213718936331872
673,13,60000,1.4,0.04667555776070971,0.10714536650053655
674,13,60000,1.4,0.0302529685438391,0.10135532752662438
675,13,60000,1.4,0.0337488094092345,0.10534182134798387
676,13,60000,1.4,0.038803156996789684,0.10744158542938767
677,13,60000,1.4,0.053425635464327416,0.0789223220377825
678,13,60000,1.4,0.08471190378902016,0.06588525650409197
679,13,60000,1.4,0.0411952146647343,0.09799018106181849
680,13,60000,1.4,0.0665461865619782,0.09322783535520608
681,13,60000,1.6,0.03912601366512944,0.10963290892408271
682,13,60000,1.6,0.0441568689276221,0.11492372210734708
683,13,60000,1.6,0.06943641226597612,0.08510560269867219
684,13,60000,1.6,0.045070847518075025,0.09610245699717614
685,13,60000,1.6,0.039340431439909576,0.12277877541123797
686,13,60000,1.6,0.04294585853240109,0.11707059925428617
687,13,60000,1.6,0.03666786059148366,0.12220527831143006
688,13,60000,1.6,0.038996015189777196,0.11814775307448383
689,13,60000,1.6,0.04163701969466805,0.11279240473954445
690,13,60000,1.6,0.037847454771422546,0.10516432524773689
691,13,60000,1.8,0.05925250544084252,0.10552447631894846
692,13,60000,1.8,0.15961283000651072,0.13347175529351
693,13,60000,1.8,0.15862865127250458,0.1328469732438493
694,13,60000,1.8,0.15805816848050852,0.1340123104126037
695,13,60000,1.8,0.05291680947355216,0.08683762290778954
696,13,60000,1.8,0.15866647478952295,0.13315799235179843
697,13,60000,1.8,0.037344158019027913,0.1200245862429762
698,13,60000,1.8,0.15814668596256018,0.13369621136230178
699,13,60000,1.8,0.03974194950632698,0.12604821053726292
700,13,60000,1.8,0.0667644168210577,0.10977451069073443
701,14,10000,1.0,0.04842099053701397,0.13078556726873414
702,14,10000,1.0,0.048365073802590745,0.1329751193169084
703,14,10000,1.0,0.050705893457280014,0.1319736727119236
704,14,10000,1.0,0.05269567466849933,0.10424188364206174
705,14,10000,1.0,0.04936945404323266,0.13151963201441083
706,14,10000,1.0,0.061558409222044856,0.10035686568135224
707,14,10000,1.0,0.05339829339130334,0.10422350514172443
708,14,10000,1.0,0.0518653163676188,0.12182966494468432
709,14,10000,1.0,0.04611948045330107,0.11883898724687152
710,14,10000,1.0,0.059855373454320585,0.09333221473017267
711,14,10000,1.2,0.05658183763410549,0.15411414797411296
712,14,10000,1.2,0.056759364920504346,0.12287689692411784
713,14,10000,1.2,0.08089941979987482,0.13217935194340297
714,14,10000,1.2,0.05480806699325955,0.1593942699054027
715,14,10000,1.2,0.06486451986736617,0.1345089529912502
716,14,10000,1.2,0.055636985356598785,0.149700334820755
717,14,10000,1.2,0.05701629261347739,0.16167513823699697
718,14,10000,1.2,0.055548476054233846,0.15597087366596457
719,14,10000,1.2,0.06578136339435892,0.11677414152187257
720,14,10000,1.2,0.05347161609205412,0.11195212909468773
721,14,10000,1.4,0.06191649756927528,0.17748383211097404
722,14,10000,1.4,0.07102152937628405,0.17664240740662168
723,14,10000,1.4,0.057525780229035865,0.1659247591270035
724,14,10000,1.4,0.062462615022039716,0.1586756937152633
725,14,10000,1.4,0.06029708088439064,0.18742310186868688
726,14,10000,1.4,0.057484759379949145,0.1740101229141922
727,14,10000,1.4,0.06980698922822912,0.16869174232835138
728,14,10000,1.4,0.05942938238988896,0.17540238495997104
729,14,10000,1.4,0.06102064154088672,0.1734683153822056
730,14,10000,1.4,0.09086496263614327,0.13421523738768293
731,14,10000,1.6,0.06346343681067525,0.20400981203995625
732,14,10000,1.6,0.07261333719106663,0.19114636609461444
733,14,10000,1.6,0.06257527968474595,0.20669332642079982
734,14,10000,1.6,0.05909176834885761,0.21617659411873696
735,14,10000,1.6,0.06079080365123479,0.20981894380372818
736,14,10000,1.6,0.0612192042893709,0.20170780231849722
737,14,10000,1.6,0.062315913541272895,0.2129358557525814
738,14,10000,1.6,0.06516917506090317,0.2022462880052918
739,14,10000,1.6,0.07532601182403749,0.17179935013357445
740,14,10000,1.6,0.08812933927866615,0.15466918503086752
741,14,10000,1.8,0.06771320686935522,0.22827837777664195
742,14,10000,1.8,0.14083492511227808,0.2249783284022404
743,14,10000,1.8,0.06661712654107056,0.22768024810194998
744,14,10000,1.8,0.06550762222169539,0.20521226583355034
745,14,10000,1.8,0.13402953924043887,0.22814272437487512
746,14,10000,1.8,0.06345560525457758,0.23390575971611727
747,14,10000,1.8,0.06039138719366814,0.23938757304696306
748,14,10000,1.8,0.15062605989158298,0.23262791495053572
749,14,10000,1.8,0.061835657433755235,0.2356672148784092
750,14,10000,1.8,0.06613665524920405,0.22268392169575585
751,14,20000,1.0,0.03826621554672085,0.09717325346557303
752,14,20000,1.0,0.04402033996748269,0.11241737543175552
753,14,20000,1.0,0.04167320407773316,0.11097976208168733
754,14,20000,1.0,0.03867702582695627,0.10795612352992096
755,14,20000,1.0,0.04474028806824017,0.1128784660510893
756,14,20000,1.0,0.037810306155160414,0.10581965140864028
757,14,20000,1.0,0.0407156379357688,0.10821507282582613
758,14,20000,1.0,0.04360729370123037,0.11102779945342725
759,14,20000,1.0,0.044315739223239,0.11299882199530065
760,14,20000,1.0,0.04351448223087242,0.0916520995626915
761,14,20000,1.2,0.04321908123723028,0.1158182345053312
762,14,20000,1.2,0.046523533982267974,0.1386408334202839
763,14,20000,1.2,0.04304758568938167,0.13123415540654632
764,14,20000,1.2,0.06695276319356451,0.10989512185878707
765,14,20000,1.2,0.04881383864114562,0.10987989849419277
766,14,20000,1.2,0.05013236583894357,0.1280213273647688
767,14,20000,1.2,0.05222835101179895,0.13941117291860336
768,14,20000,1.2,0.05311771294036151,0.11563348733012782
769,14,20000,1.2,0.04862230822313584,0.13437553944683048
770,14,20000,1.2,0.04486797673553793,0.11591680858100172
771,14,20000,1.4,0.046847378363798736,0.16020507168707038
772,14,20000,1.4,0.05543756512684838,0.16340181827106268
773,14,20000,1.4,0.06189015716483221,0.09849471993227409
774,14,20000,1.4,0.05030735286657427,0.15605812124193255
775,14,20000,1.4,0.054814161649341206,0.1267475157367136
776,14,20000,1.4,0.06694147652933788,0.1327685427641528
777,14,20000,1.4,0.05448629580256738,0.16205110956030527
778,14,20000,1.4,0.05368071248190168,0.15092855255648818
779,14,20000,1.4,0.055300888731648894,0.1286566531315031
780,14,20000,1.4,0.054698566098744815,0.12747568761742675
781,14,20000,1.6,0.05679760032678801,0.16201444843487964
782,14,20000,1.6,0.09492174913925623,0.11842076737386346
783,14,20000,1.6,0.052090728130898496,0.1854213297821045
784,14,20000,1.6,0.05909954277167084,0.14371367959601047
785,14,20000,1.6,0.0714949253031048,0.1700492643099108
786,14,20000,1.6,0.05353782580723849,0.18560589363560034
787,14,20000,1.6,0.08187212756758158,0.13989483032638544
788,14,20000,1.6,0.09710640486051508,0.141535427594321
789,14,20000,1.6,0.07096826753284843,0.15442631490308092
790,14,20000,1.6,0.05267784371408683,0.17095863062860334
791,14,20000,1.8,0.054385334966628576,0.17030994434052296
792,14,20000,1.8,0.0550258679589933,0.196690120675439
793,14,20000,1.8,0.0650773106638528,0.1633625928538764
794,14,20000,1.8,0.05566388410705691,0.19289772720338144
795,14,20000,1.8,0.052026983933895786,0.20299710580526065
796,14,20000,1.8,0.08416649092309522,0.16455639098279592
797,14,20000,1.8,0.06601152346799975,0.13487861730905853
798,14,20000,1.8,0.06295969928616232,0.14276123554731285
799,14,20000,1.8,0.07919583785701838,0.16482861350011924
800,14,20000,1.8,0.06494019436446394,0.1734691565527384
801,14,40000,1.0,0.0382746920618449,0.09131476971582039
802,14,40000,1.0,0.03473017116130624,0.09435877956308873
803,14,40000,1.0,0.039291318090849646,0.06834361194261149
804,14,40000,1.0,0.040339746491439135,0.0947189173955538
805,14,40000,1.0,0.04731963608155446,0.08289980480538806
806,14,40000,1.0,0.03874693144708753,0.09565002948693607
807,14,40000,1.0,0.037339246244740935,0.09493667776114229
808,14,40000,1.0,0.040886825639669645,0.08474000375721746
809,14,40000,1.0,0.030657756072860993,0.07854323593523045
810,14,40000,1.0,0.03537270620762463,0.07549513833932128
811,14,40000,1.2,0.041055510525862614,0.11722467737753725
812,14,40000,1.2,0.04676750622603747,0.11216570069957794
813,14,40000,1.2,0.03617121369736649,0.11446619754586575
814,14,40000,1.2,0.04757351230783822,0.07477919754389137
815,14,40000,1.2,0.04325084122945787,0.09899606382889559
816,14,40000,1.2,0.04018050409411184,0.09939365131884739
817,14,40000,1.2,0.04017320968824728,0.11042354211252454
818,14,40000,1.2,0.03758578629878785,0.11471244920195169
819,14,40000,1.2,0.03919873704868702,0.11260337748593692
820,14,40000,1.2,0.03731808383715643,0.11716852203547196
821,14,40000,1.4,0.05122372820660325,0.12741277427876577
822,14,40000,1.4,0.05493094605741153,0.1329481374400016
823,14,40000,1.4,0.04652107415697789,0.12862340664458524
824,14,40000,1.4,0.043486426459558136,0.13647014300449017
825,14,40000,1.4,0.03943652485963351,0.1276509687675707
826,14,40000,1.4,0.04787581301271284,0.13809756083087193
827,14,40000,1.4,0.044016449128314115,0.1342615059158363
828,14,40000,1.4,0.040565253863076134,0.07718249157098775
829,14,40000,1.4,0.04101008592953726,0.13968865225099145
830,14,40000,1.4,0.04457262893090906,0.13303672240299894
831,14,40000,1.6,0.044650386809073885,0.13174553628848573
832,14,40000,1.6,0.048995015414625497,0.15046756667582195
833,14,40000,1.6,0.043875266366386695,0.1583740812709543
834,14,40000,1.6,0.04854716413280463,0.1482817401979626
835,14,40000,1.6,0.0480853433128346,0.15840028750021273
836,14,40000,1.6,0.05211038074211357,0.1263557725613291
837,14,40000,1.6,0.04775371717797126,0.15792765808837791
838,14,40000,1.6,0.04818990812939147,0.1579038511461358
839,14,40000,1.6,0.047959676539637244,0.1345023129510127
840,14,40000,1.6,0.05888495602446948,0.14627950128629272
841,14,40000,1.8,0.04727766550451483,0.16685078430636655
842,14,40000,1.8,0.06277766448931205,0.1346159448705781
843,14,40000,1.8,0.19533138449135887,0.12200185105712374
844,14,40000,1.8,0.1580563841458005,0.17432605041885635
845,14,40000,1.8,0.045577172433197116,0.1749444289537388
846,14,40000,1.8,0.05549911014774601,0.16378214837419494
847,14,40000,1.8,0.06504776430924504,0.1390332189197547
848,14,40000,1.8,0.047798499010414844,0.1431444216521608
849,14,40000,1.8,0.061622037520626,0.13783574184384348
850,14,40000,1.8,0.15808885458551625,0.17520107699171802
851,14,60000,1.0,0.03953214684040223,0.08574876601528936
852,14,60000,1.0,0.03416557936951436,0.08277984996277234
853,14,60000,1.0,0.039307537990788316,0.0857050429577546
854,14,60000,1.0,0.034075451784042074,0.08063741615422829
855,14,60000,1.0,0.034862792183975685,0.07944047907405026
856,14,60000,1.0,0.043926968308979936,0.058635964802366054
857,14,60000,1.0,0.0580787786508671,0.06641133015587258
858,14,60000,1.0,0.03939336765107733,0.08585385822837814
859,14,60000,1.0,0.0788417379912085,0.03829108439770613
860,14,60000,1.0,0.03449854775229832,0.07424297383985702
861,14,60000,1.2,0.07055221455140995,0.06429780327347812
862,14,60000,1.2,0.03710908595735348,0.09536237648680682
863,14,60000,1.2,0.042068796609344705,0.10806036781898198
864,14,60000,1.2,0.057829737132280554,0.08791054682569538
865,14,60000,1.2,0.03734931116341786,0.09998981522498347
866,14,60000,1.2,0.03560386372841298,0.0928892896245958
867,14,60000,1.2,0.043250642283566676,0.07900017097997111
868,14,60000,1.2,0.04526812446632208,0.10322791909788409
869,14,60000,1.2,0.054582884553814374,0.08522293354308659
870,14,60000,1.2,0.03614471478086364,0.10358543711175883
871,14,60000,1.4,0.04486981498428727,0.1256651585644414
872,14,60000,1.4,0.04507476210945811,0.12056695014059253
873,14,60000,1.4,0.04540428889597118,0.11856870518577382
874,14,60000,1.4,0.0472365172255086,0.11692394943541524
875,14,60000,1.4,0.04490450735911877,0.12314967191208133
876,14,60000,1.4,0.05188424385762648,0.11807900296316957
877,14,60000,1.4,0.04367116616160595,0.11963914546447971
878,14,60000,1.4,0.05258851972121366,0.08329556399178836
879,14,60000,1.4,0.06035775534332385,0.09985044219561813
880,14,60000,1.4,0.04467571569742025,0.12601343599831957
881,14,60000,1.6,0.042188591514115276,0.12014547511023606
882,14,60000,1.6,0.05620991596794796,0.10054796600537322
883,14,60000,1.6,0.06995699796126091,0.11446597387002025
884,14,60000,1.6,0.04890214933161828,0.13487995983375345
885,14,60000,1.6,0.07457099413097257,0.09730765771966358
886,14,60000,1.6,0.06580749999822295,0.10089690670893928
887,14,60000,1.6,0.049181018032905324,0.13843764396432584
888,14,60000,1.6,0.04063915168151453,0.14345467423031066
889,14,60000,1.6,0.05908665453459005,0.1419807220503896
890,14,60000,1.6,0.0513469882563087,0.1338948215006254
891,14,60000,1.8,0.04490753000390283,0.13711888387086285
892,14,60000,1.8,0.051112198914941814,0.14300970420036135
893,14,60000,1.8,0.06957632860824066,0.11624397239194674
894,14,60000,1.8,0.07617877318778023,0.12716435415928548
895,14,60000,1.8,0.15761561897023563,0.15810604462980024
896,14,60000,1.8,0.07043281478946208,0.12230625170472137
897,14,60000,1.8,0.04386283708896016,0.1580000245676466
898,14,60000,1.8,0.049706747753123656,0.12541555675191526
899,14,60000,1.8,0.040573662064247895,0.15747047956466256
900,14,60000,1.8,0.04375930842929916,0.15240718022614308
901,15,10000,1.0,0.055769856714296,0.12491828317649153
902,15,10000,1.0,0.05572433698334212,0.14179868842893287
903,15,10000,1.0,0.05465884935788388,0.131152681043589
904,15,10000,1.0,0.06653897937130747,0.09277353088917842
905,15,10000,1.0,0.053759738442076294,0.12723795824005285
906,15,10000,1.0,0.05228191239264985,0.13791922022596195
907,15,10000,1.0,0.05360043241992832,0.12117748774911118
908,15,10000,1.0,0.05363339054122546,0.13962798897531814
909,15,10000,1.0,0.05236219973316674,0.13766275725851546
910,15,10000,1.0,0.05171011641845535,0.13819963140347516
911,15,10000,1.2,0.061558032293063385,0.17159993872915721
912,15,10000,1.2,0.061904617865323065,0.16598116437472735
913,15,10000,1.2,0.06134041462705227,0.1399182121191482
914,15,10000,1.2,0.056134756802773494,0.13062551496055894
915,15,10000,1.2,0.061056360902111986,0.17036395687481054
916,15,10000,1.2,0.05383161868229524,0.16444417463020575
917,15,10000,1.2,0.0587821595104477,0.16156470931978878
918,15,10000,1.2,0.061036131961902315,0.1704714477602136
919,15,10000,1.2,0.06213687068097014,0.15465519378873255
920,15,10000,1.2,0.0639082389463448,0.172896473725305
921,15,10000,1.4,0.07254026067652145,0.17460484936505258
922,15,10000,1.4,0.07234535378772868,0.15134803764123592
923,15,10000,1.4,0.06781183399093703,0.1850781713970731
924,15,10000,1.4,0.06480632633808793,0.19861696110076743
925,15,10000,1.4,0.06346916319474151,0.18756589251968123
926,15,10000,1.4,0.06033201189245723,0.19687017380050278
927,15,10000,1.4,0.07093007032029726,0.16116546966419418
928,15,10000,1.4,0.06680328562548607,0.16092485050909355
929,15,10000,1.4,0.06256786719223685,0.19388219072616364
930,15,10000,1.4,0.0658829790989698,0.19847951720543675
931,15,10000,1.6,0.06942531102144045,0.20309620824076
932,15,10000,1.6,0.07252026533126635,0.16851492155258968
933,15,10000,1.6,0.0664808084672618,0.2275721843680026
934,15,10000,1.6,0.10398872041169994,0.17755612690199007
935,15,10000,1.6,0.09279365105429664,0.17841767021819008
936,15,10000,1.6,0.06728902444976552,0.22623288887692053
937,15,10000,1.6,0.07396862754264288,0.2252569210819881
938,15,10000,1.6,0.07778309200149805,0.179123240624636
939,15,10000,1.6,0.06901211750804735,0.2107969144165191
940,15,10000,1.6,0.08703325510420049,0.18192234012349676
941,15,10000,1.8,0.07076465309757148,0.25025182219561015
942,15,10000,1.8,0.07181483528769265,0.23797699017274354
943,15,10000,1.8,0.07011022569132978,0.24385936378314627
944,15,10000,1.8,0.15517755622505294,0.24431279939035896
945,15,10000,1.8,0.0720414888487807,0.24405840186574498
946,15,10000,1.8,0.06564400630297793,0.23070929589469066
947,15,10000,1.8,0.117532939363347,0.14227293480711117
948,15,10000,1.8,0.07570666770141044,0.19557328658257572
949,15,10000,1.8,0.06298895892736667,0.21769266880539376
950,15,10000,1.8,0.09400972365723086,0.11729078745852668
951,15,20000,1.0,0.05307073375218335,0.08639025322443343
952,15,20000,1.0,0.04663920732003198,0.11792277768174945
953,15,20000,1.0,0.044336016009539854,0.1146998851378938
954,15,20000,1.0,0.05669901816642613,0.10996228058320041
955,15,20000,1.0,0.042052399053229196,0.11117075358281066
956,15,20000,1.0,0.04553988044224615,0.10122398405275151
957,15,20000,1.0,0.04513955154611336,0.11814994826413758
958,15,20000,1.0,0.044327465187397025,0.10252497119075715
959,15,20000,1.0,0.04669822922110986,0.11840805911014382
960,15,20000,1.0,0.04453551727394346,0.10793546272001295
961,15,20000,1.2,0.051452243407887475,0.14677705935546023
962,15,20000,1.2,0.04687628618567953,0.144470714967797
963,15,20000,1.2,0.05655130605186875,0.13430430741450441
964,15,20000,1.2,0.04774739380839503,0.12661312663994476
965,15,20000,1.2,0.05040419871466075,0.14782637227919657
966,15,20000,1.2,0.04991301111624834,0.14766773300182207
967,15,20000,1.2,0.052447581408421026,0.14631508260495418
968,15,20000,1.2,0.0542412567089771,0.14423450213931685
969,15,20000,1.2,0.04989126551788907,0.09784589791944338
970,15,20000,1.2,0.04899383670701234,0.14785295651316313
971,15,20000,1.4,0.05835677820844158,0.16844279975338075
972,15,20000,1.4,0.05560839127774464,0.16242509935585758
973,15,20000,1.4,0.05019274694399874,0.16867030798243401
974,15,20000,1.4,0.08191837719094133,0.12613777914101115
975,15,20000,1.4,0.061012035231643,0.1509781460439208
976,15,20000,1.4,0.059704327983627806,0.1741845149076026
977,15,20000,1.4,0.05898246069211491,0.1741992762849505
978,15,20000,1.4,0.06067801632544634,0.1661333755575538
979,15,20000,1.4,0.07146345422602245,0.11757302261550366
980,15,20000,1.4,0.06073626004784251,0.15037201449444812
981,15,20000,1.6,0.06449527663030566,0.19791103740561206
982,15,20000,1.6,0.0735280555547571,0.11926370149430665
983,15,20000,1.6,0.06398253420041514,0.19374227951093892
984,15,20000,1.6,0.07345375197212053,0.13537997621763756
985,15,20000,1.6,0.05823880310432238,0.18354120767102272
986,15,20000,1.6,0.06076745068575961,0.17750747498819877
987,15,20000,1.6,0.060814195935441115,0.199090842414974
988,15,20000,1.6,0.0981779082865625,0.16221760650726968
989,15,20000,1.6,0.050267837185917354,0.1722546046283305
990,15,20000,1.6,0.07047973853491304,0.15877032613961645
991,15,20000,1.8,0.05727570906422915,0.17965792930601476
992,15,20000,1.8,0.06813746774004462,0.18587776485285637
993,15,20000,1.8,0.09261911905860548,0.17126498514517408
994,15,20000,1.8,0.06332699385799162,0.21432766156002303
995,15,20000,1.8,0.06364758299286642,0.21817145443867064
996,15,20000,1.8,0.18980326536103118,0.13463398869329032
997,15,20000,1.8,0.11428455523472805,0.09302398633921527
998,15,20000,1.8,0.08234891366447243,0.1897170043681987
999,15,20000,1.8,0.06870176711497426,0.1991657814223653
1000,15,20000,1.8,0.05712563685884808,0.19489984839379748
1001,15,40000,1.0,0.05625604856591768,0.07649559936184945
1002,15,40000,1.0,0.04390027192259913,0.10189588090685288
1003,15,40000,1.0,0.04300843499631918,0.10068735633294766
1004,15,40000,1.0,0.044908794868155785,0.08258968917373884
1005,15,40000,1.0,0.040677229276623796,0.09769398327578387
1006,15,40000,1.0,0.036963195908446586,0.09917844656697129
1007,15,40000,1.0,0.03957930713233507,0.08825023019354361
1008,15,40000,1.0,0.057973972805156884,0.0874170949628793
1009,15,40000,1.0,0.05800249816358047,0.0540376134486714
1010,15,40000,1.0,0.04232671510799659,0.10091568175378243
1011,15,40000,1.2,0.049052384737531596,0.12488002318288527
1012,15,40000,1.2,0.0450517607597695,0.11759114321534163
1013,15,40000,1.2,0.0465855129135109,0.12340533149805238
1014,15,40000,1.2,0.04263948519333033,0.12294128127076102
1015,15,40000,1.2,0.05343753708498337,0.0990592796008254
1016,15,40000,1.2,0.055427760895249166,0.09752284435368695
1017,15,40000,1.2,0.04049016045757547,0.12346844775885049
1018,15,40000,1.2,0.0521905067747877,0.11527664446114151
1019,15,40000,1.2,0.05055930301449239,0.12579883553946208
1020,15,40000,1.2,0.04424924114197587,0.12670844478874987
1021,15,40000,1.4,0.06376517064780485,0.12691966490595574
1022,15,40000,1.4,0.0415948342979018,0.12644460577018746
1023,15,40000,1.4,0.07850279967526837,0.10191347151570081
1024,15,40000,1.4,0.046858064817875064,0.1329744957308997
1025,15,40000,1.4,0.056393856094024385,0.08239576281196884
1026,15,40000,1.4,0.04900459095219548,0.1509018798112403
1027,15,40000,1.4,0.0447741124550545,0.13941287283040316
1028,15,40000,1.4,0.05625725281174059,0.10859091607840717
1029,15,40000,1.4,0.05331212569151434,0.11964766765591488
1030,15,40000,1.4,0.05185719172270858,0.10743414599091282
1031,15,40000,1.6,0.05973586586885136,0.15470844775115952
1032,15,40000,1.6,0.0657342060061851,0.17141391226248875
1033,15,40000,1.6,0.05220296319826575,0.14285978439694408
1034,15,40000,1.6,0.06425717101224827,0.172450166311035
1035,15,40000,1.6,0.061646826228074,0.17266504493517096
1036,15,40000,1.6,0.06225341207522657,0.1603686528441948
1037,15,40000,1.6,0.06494939259993016,0.17276379269860878
1038,15,40000,1.6,0.05500756076275821,0.11352320323724045
1039,15,40000,1.6,0.0733533485769451,0.12566319446005914
1040,15,40000,1.6,0.09246554001051956,0.13559054960603253
1041,15,40000,1.8,0.05400945319947896,0.1721369688715247
1042,15,40000,1.8,0.08509444761062407,0.13988918316325757
1043,15,40000,1.8,0.05712028389815221,0.17967027660694307
1044,15,40000,1.8,0.050314287876184895,0.16663434956855563
1045,15,40000,1.8,0.05365350649359095,0.17816033512493973
1046,15,40000,1.8,0.057875247238341115,0.19303122076594065
1047,15,40000,1.8,0.061224783815502316,0.1552712152108109
1048,15,40000,1.8,0.06999689583476157,0.15930287621663736
1049,15,40000,1.8,0.05646287345205805,0.18649004188060841
1050,15,40000,1.8,0.0802800476368128,0.12312932902032203
1051,15,60000,1.0,0.03880772291096422,0.09030860948388249
1052,15,60000,1.0,0.04398509863078792,0.07320138285465812
1053,15,60000,1.0,0.04235278529766164,0.08086318644857433
1054,15,60000,1.0,0.042360947715203816,0.09238086796725088
1055,15,60000,1.0,0.04167184000859913,0.09139973861252519
1056,15,60000,1.0,0.04142550321480018,0.09240095544968041
1057,15,60000,1.0,0.040345366187419004,0.08619804527287972
1058,15,60000,1.0,0.039182970144246286,0.08672282955466193
1059,15,60000,1.0,0.04209247485265269,0.09455921422327933
1060,15,60000,1.0,0.04799634590989994,0.06899040582711345
1061,15,60000,1.2,0.04943640130875027,0.09504817527935824
1062,15,60000,1.2,0.046413654412285246,0.10759410358345539
1063,15,60000,1.2,0.04960171830038781,0.11603563186785858
1064,15,60000,1.2,0.04161980229352139,0.09667454329559674
1065,15,60000,1.2,0.051020229912714175,0.11602156349212078
1066,15,60000,1.2,0.05215825592308443,0.11565011455455111
1067,15,60000,1.2,0.037604124723427244,0.10279908320476408
1068,15,60000,1.2,0.050374671234145366,0.11535279603034708
1069,15,60000,1.2,0.05155936111715696,0.11586393105569294
1070,15,60000,1.2,0.04303468157785209,0.09217849775822633
1071,15,60000,1.4,0.04895753267127091,0.1318611048035684
