f_n,d,N,pi_s,max_d,emp_d
1857,19,60000,1.0,0.061834557776656904,0.10637446628869869
1858,19,60000,1.0,0.05169274452457162,0.10173510602360868
1859,19,60000,1.0,0.054707249810979824,0.08918870502016679
1860,19,60000,1.0,0.04819726938720011,0.11165598174333116
1861,19,60000,1.2,0.08300979602616568,0.13132099411027814
1862,19,60000,1.2,0.06319917369384438,0.12464408294104143
1863,19,60000,1.2,0.05809853337395942,0.11258226245098324
1864,19,60000,1.2,0.05897958219744506,0.11956710473587695
1865,19,60000,1.2,0.06938874874333621,0.1117427029642548
1866,19,60000,1.2,0.05595928055306018,0.13579926959893823
1867,19,60000,1.2,0.05608962965181516,0.1174005898733377
1868,19,60000,1.2,0.06816590520874279,0.13275271291869584
1869,19,60000,1.2,0.05829254531846044,0.13727952729794915
1870,19,60000,1.2,0.06947407153155034,0.10447302701533763
1871,19,60000,1.4,0.054321562871106434,0.15266791787993383
1872,19,60000,1.4,0.06717789117342576,0.15963586888016917
1873,19,60000,1.4,0.06224449884624371,0.14896317378637
1874,19,60000,1.4,0.08431819956468349,0.14759731675879492
1875,19,60000,1.4,0.07171870030251473,0.1691249594306319
1876,19,60000,1.4,0.07121953221049679,0.1703396804660992
1877,19,60000,1.4,0.07108778997982855,0.1703402476868841
1878,19,60000,1.4,0.07156964364935094,0.1698498808657716
1879,19,60000,1.4,0.06624583592278856,0.16786416215214453
1880,19,60000,1.4,0.07160710277243876,0.17018031082989896
1881,19,60000,1.6,0.08054637241558427,0.18433956084921352
1882,19,60000,1.6,0.06614112900707003,0.18479705766100304
1883,19,60000,1.6,0.0929015285447424,0.16833996731663012
1884,19,60000,1.6,0.1544454034839988,0.1539912949753087
1885,19,60000,1.6,0.07841380923998419,0.16829438290724524
1886,19,60000,1.6,0.09298361141466341,0.16687795738885683
1887,19,60000,1.6,0.07533562078426434,0.19370637481317018
1888,19,60000,1.6,0.06349437753386782,0.17980131227225676
1889,19,60000,1.6,0.15897669417921068,0.14954937498605947
1890,19,60000,1.6,0.07637310991635089,0.19321250744232685
1891,19,60000,1.8,0.0873139976493559,0.18998267105899083
1892,19,60000,1.8,0.08722140859083019,0.22140857193223779
1893,19,60000,1.8,0.09794407593369428,0.18178665695950583
1894,19,60000,1.8,0.10492323359930125,0.17867598130374981
1895,19,60000,1.8,0.0756618372082047,0.21303903883086464
1896,19,60000,1.8,0.07639420244899707,0.1915779820154187
1897,19,60000,1.8,0.07823775705456046,0.21106144328303422
1898,19,60000,1.8,0.08746689129428413,0.2223702718131293
1899,19,60000,1.8,0.09718302523349522,0.1870554784483681
1900,19,60000,1.8,0.09509658057254547,0.18806399687507666
1901,20,10000,1.0,0.06723663984427589,0.165977577578104
1902,20,10000,1.0,0.07487672761368344,0.14852037828150885
1903,20,10000,1.0,0.0700975281182444,0.1528788673823135
1904,20,10000,1.0,0.07181995838136893,0.15949689012954055
1905,20,10000,1.0,0.06878539378674398,0.15841301344452688
1906,20,10000,1.0,0.06666078502380858,0.16350399645906816
1907,20,10000,1.0,0.06549745220423908,0.14739041707281006
1908,20,10000,1.0,0.06533971321078309,0.15896102914332683
1909,20,10000,1.0,0.07131904729117317,0.124814599982028
1910,20,10000,1.0,0.0741658227254701,0.11693556537116721
1911,20,10000,1.2,0.07230007357173161,0.1923354896431477
1912,20,10000,1.2,0.07686476520346286,0.17636269920478526
1913,20,10000,1.2,0.07822178722063144,0.194006142241808
1914,20,10000,1.2,0.07864820570459086,0.1678220028793854
1915,20,10000,1.2,0.07590046573132705,0.19849614630208312
1916,20,10000,1.2,0.07650562546613061,0.17019478386050302
1917,20,10000,1.2,0.07326995951528445,0.1876907739543248
1918,20,10000,1.2,0.07694619481379607,0.19965797419204262
1919,20,10000,1.2,0.07733399713579724,0.19999982552859707
1920,20,10000,1.2,0.07469131603158796,0.20093819509431696
1921,20,10000,1.4,0.08834514171275215,0.21813303133771578
1922,20,10000,1.4,0.08610604618586222,0.2394507550476451
1923,20,10000,1.4,0.08778004885115824,0.23650440006969636
1924,20,10000,1.4,0.08523213899936542,0.23550289249732567
1925,20,10000,1.4,0.08533899672458714,0.2088430998696965
1926,20,10000,1.4,0.10625504206146393,0.18601980008098715
1927,20,10000,1.4,0.08744542423998766,0.2228979211423709
1928,20,10000,1.4,0.08855518903773328,0.22091046935414754
1929,20,10000,1.4,0.08398737190344074,0.23435844714866969
1930,20,10000,1.4,0.08514955177021355,0.23415811075258355
1931,20,10000,1.6,0.09505558915359236,0.26837219347838265
1932,20,10000,1.6,0.10134039099933694,0.23223242578827571
1933,20,10000,1.6,0.09439440427482972,0.266643198914553
1934,20,10000,1.6,0.09071357826454968,0.250074918092638
1935,20,10000,1.6,0.09445218960113749,0.2674781318747584
1936,20,10000,1.6,0.08881779028807064,0.26017376175042234
1937,20,10000,1.6,0.09009706265388333,0.24913564799675275
1938,20,10000,1.6,0.0944994246754952,0.2648270624285899
1939,20,10000,1.6,0.08785012517305404,0.26204496909593356
1940,20,10000,1.6,0.0949554944532554,0.26654279042233286
1941,20,10000,1.8,0.0952688978066686,0.2825355303800293
1942,20,10000,1.8,0.1018755167614071,0.2980806780203906
1943,20,10000,1.8,0.09093265626024977,0.28703218458097246
1944,20,10000,1.8,0.16623365554180425,0.28143694296466304
1945,20,10000,1.8,0.10068951563320579,0.2956167370501121
1946,20,10000,1.8,0.10928366228212336,0.25566555534679164
1947,20,10000,1.8,0.10421973873449189,0.26689229831026673
1948,20,10000,1.8,0.10926795960544954,0.25381502348658225
1949,20,10000,1.8,0.1353212890243709,0.2658777280022173
1950,20,10000,1.8,0.0977091497783916,0.2883591036353056
1951,20,20000,1.0,0.06012182563963006,0.13455032437381748
1952,20,20000,1.0,0.07751374982524385,0.13800369698435058
1953,20,20000,1.0,0.05976748876569989,0.14752553523647305
1954,20,20000,1.0,0.05877695379207212,0.1471991128638924
1955,20,20000,1.0,0.06108997785025969,0.14032075145052758
1956,20,20000,1.0,0.05794226893351142,0.14524817250038452
1957,20,20000,1.0,0.05669178925617879,0.144767355130271
1958,20,20000,1.0,0.06599286878937431,0.13660370749274023
1959,20,20000,1.0,0.05956098863227256,0.14076551037493767
1960,20,20000,1.0,0.05750048158222966,0.13845210835317368
1961,20,20000,1.2,0.06029242251212415,0.16089170821481483
1962,20,20000,1.2,0.06965807904001445,0.18099645817319215
1963,20,20000,1.2,0.06498192867553353,0.172249838790977
1964,20,20000,1.2,0.07020843849182576,0.1795762586403674
1965,20,20000,1.2,0.06911944759760996,0.17780201623407577
1966,20,20000,1.2,0.062481837829228094,0.16966373292018266
1967,20,20000,1.2,0.06860139761008277,0.17928184588021512
1968,20,20000,1.2,0.0716880006404956,0.1372946678827665
1969,20,20000,1.2,0.06992047362949617,0.1792178215801468
1970,20,20000,1.2,0.0777107331534412,0.14919497412755084
1971,20,20000,1.4,0.07866374217772967,0.21040763016711364
1972,20,20000,1.4,0.17480963529092913,0.1570813653078357
1973,20,20000,1.4,0.07358333817855454,0.20071412044885745
1974,20,20000,1.4,0.07901723208620978,0.1664513822978399
1975,20,20000,1.4,0.07052444891191353,0.19806426544380107
1976,20,20000,1.4,0.08828072460670448,0.1736879961654146
1977,20,20000,1.4,0.08720245472371958,0.1897400483833217
1978,20,20000,1.4,0.08081574263503821,0.2104120854495916
1979,20,20000,1.4,0.07958576417042008,0.21298318230648977
1980,20,20000,1.4,0.07982302476916604,0.21174958860012155
1981,20,20000,1.6,0.0869742256872982,0.24087085989292506
1982,20,20000,1.6,0.0941906791342085,0.19341687953086237
1983,20,20000,1.6,0.07874652259711779,0.22326160089853225
1984,20,20000,1.6,0.09001338353489131,0.24148139086614698
1985,20,20000,1.6,0.09434172944295277,0.22579799854492397
1986,20,20000,1.6,0.09938854927409839,0.19346564676267178
1987,20,20000,1.6,0.08760593337092365,0.24152409251877582
1988,20,20000,1.6,0.0827977370832153,0.23484465316629516
1989,20,20000,1.6,0.09930194246224303,0.20770574119789698
1990,20,20000,1.6,0.08857793268254081,0.2151337872477835
1991,20,20000,1.8,0.11264553455852563,0.21472802231385194
1992,20,20000,1.8,0.08547364716050826,0.24795248813012968
1993,20,20000,1.8,0.09506540867520884,0.26871174102950046
1994,20,20000,1.8,0.09522657426626845,0.26808343820110436
1995,20,20000,1.8,0.09446333084085543,0.24238734843500415
1996,20,20000,1.8,0.09249143606556359,0.26262452606747805
1997,20,20000,1.8,0.08350359046834578,0.25735799853023844
1998,20,20000,1.8,0.11131119256997465,0.23469824575383574
1999,20,20000,1.8,0.0952005329380086,0.26755805031546626
2000,20,20000,1.8,0.10853401631056468,0.2119282087897954
2001,20,40000,1.0,0.052068621381890105,0.12416958209818009
2002,20,40000,1.0,0.05284627479590413,0.12427623729458448
2003,20,40000,1.0,0.05928887466465135,0.11298370229264354
2004,20,40000,1.0,0.0601303731972027,0.11136130347319997
2005,20,40000,1.0,0.05731351500879754,0.11674148402331185
2006,20,40000,1.0,0.07782333415563908,0.0975125784178338
2007,20,40000,1.0,0.052717612261002404,0.12483833141293763
2008,20,40000,1.0,0.06018086505488159,0.09166539689286074
2009,20,40000,1.0,0.05382188624096876,0.12838154256833198
2010,20,40000,1.0,0.0729333565734305,0.10144168760095142
2011,20,40000,1.2,0.058287335406768614,0.15615903002699139
2012,20,40000,1.2,0.059359164623370916,0.15292163573448034
2013,20,40000,1.2,0.0558809643363296,0.13837814189881747
2014,20,40000,1.2,0.06355892992645779,0.15444011800955007
2015,20,40000,1.2,0.059363594222671824,0.1542601052742461
2016,20,40000,1.2,0.06115090053657852,0.1466615649918501
2017,20,40000,1.2,0.060629740971278843,0.14470334918645614
2018,20,40000,1.2,0.06499196638759991,0.1578017977322574
2019,20,40000,1.2,0.060562271060691786,0.15671277212147341
2020,20,40000,1.2,0.059182843918498894,0.14851186929484447
2021,20,40000,1.4,0.07562162242168727,0.1874807091595995
2022,20,40000,1.4,0.06997580679599408,0.17915456683173028
2023,20,40000,1.4,0.06696307933319777,0.183739722646251
2024,20,40000,1.4,0.07954866742681023,0.14879966007767473
2025,20,40000,1.4,0.06962253780835383,0.16753461580424744
2026,20,40000,1.4,0.07576168641040826,0.19013879581209545
2027,20,40000,1.4,0.0697326416569965,0.17082459490993404
2028,20,40000,1.4,0.07100596198963945,0.18036717586749193
2029,20,40000,1.4,0.0758538547025076,0.18266217708924049
2030,20,40000,1.4,0.07498392801785422,0.18894689204937054
2031,20,40000,1.6,0.07970472712728852,0.20910132296992953
2032,20,40000,1.6,0.0842794141637529,0.21692472936163554
2033,20,40000,1.6,0.07838420284231154,0.21032998628657282
2034,20,40000,1.6,0.08456614261304993,0.21841101926217735
2035,20,40000,1.6,0.07935355635669043,0.19286492366763666
2036,20,40000,1.6,0.07685723718597391,0.19682682253319458
2037,20,40000,1.6,0.07251758795204814,0.19246523468423773
2038,20,40000,1.6,0.08390526329414041,0.2168107404615502
2039,20,40000,1.6,0.08042859209141463,0.2125266134515813
2040,20,40000,1.6,0.08015537762114996,0.18219343905123503
2041,20,40000,1.8,0.08713026280712854,0.21823884105197192
2042,20,40000,1.8,0.10024787733241645,0.21522453354155968
2043,20,40000,1.8,0.08078760964402601,0.2261775637035829
2044,20,40000,1.8,0.08898578550247291,0.22162333926030706
2045,20,40000,1.8,0.09461226202175049,0.22014206973226555
2046,20,40000,1.8,0.092646106688615,0.24442234004806437
2047,20,40000,1.8,0.07381637169602034,0.23397082251443027
2048,20,40000,1.8,0.0987115226575442,0.21714680124816652
2049,20,40000,1.8,0.07944872484862171,0.23381784291270774
2050,20,40000,1.8,0.17287558791321833,0.16192745349778165
2051,20,60000,1.0,0.056163070425165273,0.10826727530439549
2052,20,60000,1.0,0.054939686863640085,0.10412755924258024
2053,20,60000,1.0,0.05645930231733971,0.11230458471753735
2054,20,60000,1.0,0.05201930005461442,0.11883513658773037
2055,20,60000,1.0,0.05560042667144604,0.11498154495940954
2056,20,60000,1.0,0.056574113157272364,0.11245606203392293
2057,20,60000,1.0,0.05745881470053506,0.1105378643329192
2058,20,60000,1.0,0.0605308148980961,0.10446551186236665
2059,20,60000,1.0,0.08363081365775056,0.10392821653484319
2060,20,60000,1.0,0.052299031076007516,0.11946117492130051
2061,20,60000,1.2,0.06189895157648698,0.11405700161089934
2062,20,60000,1.2,0.05084480699416126,0.13706194084585638
2063,20,60000,1.2,0.06038883484304344,0.14137512258646817
2064,20,60000,1.2,0.06381564089486198,0.1470509826022456
2065,20,60000,1.2,0.06330743030325141,0.11363435929834691
2066,20,60000,1.2,0.05529292945316001,0.12274069781035349
2067,20,60000,1.2,0.06308158193232913,0.14712676585568848
2068,20,60000,1.2,0.05680366522416975,0.12906235147252185
2069,20,60000,1.2,0.05651386148488221,0.1343515570166329
2070,20,60000,1.2,0.06307944293508964,0.1467210618556489
2071,20,60000,1.4,0.11496787515148686,0.15466471514988675
2072,20,60000,1.4,0.066818950252907,0.1607732198113984
2073,20,60000,1.4,0.12314133362720855,0.15380878504810702
2074,20,60000,1.4,0.12431101265190232,0.14580515609308722
2075,20,60000,1.4,0.1231605223391629,0.15574904123637306
2076,20,60000,1.4,0.12727944842325153,0.1544549031015021
2077,20,60000,1.4,0.07395994611479444,0.17646574520924277
2078,20,60000,1.4,0.07386761099910905,0.17569412417336652
2079,20,60000,1.4,0.07415440158062264,0.17643637740414156
2080,20,60000,1.4,0.06677436149699684,0.1517628076957353
2081,20,60000,1.6,0.08274194129392197,0.20398209881305993
2082,20,60000,1.6,0.07843736946280219,0.1804564351305781
2083,20,60000,1.6,0.07593492190593815,0.19886559326679581
2084,20,60000,1.6,0.07894088266669066,0.17785265985088386
2085,20,60000,1.6,0.17985648183801564,0.1174849889733564
2086,20,60000,1.6,0.07355418303923714,0.19448627497023627
2087,20,60000,1.6,0.15357619398281994,0.16717034020988378
2088,20,60000,1.6,0.08321371221780334,0.2047003256482707
2089,20,60000,1.6,0.08626148044728049,0.159147609975544
2090,20,60000,1.6,0.09817734421628582,0.18489793042044123
2091,20,60000,1.8,0.09097264964743795,0.2305779967870745
2092,20,60000,1.8,0.08008296785692963,0.22450092449536985
2093,20,60000,1.8,0.07579627114569795,0.21698123210643278
2094,20,60000,1.8,0.09082254630929264,0.23078456490455088
2095,20,60000,1.8,0.19674624958493092,0.18702530190024783
2096,20,60000,1.8,0.07968812081420966,0.21266531678022724
2097,20,60000,1.8,0.08629857405271685,0.21188089304629062
2098,20,60000,1.8,0.08249049957333052,0.2109944130096672
2099,20,60000,1.8,0.09056405882070707,0.23067059211565186
2100,20,60000,1.8,0.09079986433918878,0.22984609240924092
