f_n,s_n,d,N,pi_s,div,s,c
1702,6,19,10000,1.0,0.09536028275933082,0.006,14
1702,7,19,10000,1.0,0.09589811627338131,0.007,11
1702,8,19,10000,1.0,0.09589806592226127,0.008,11
1702,9,19,10000,1.0,0.10428667428839694,0.009,9
1702,10,19,10000,1.0,0.10741532432806684,0.01,7
1703,1,19,10000,1.0,0.06470732981871091,0.001,191
1703,2,19,10000,1.0,0.06919101970557955,0.002,77
1703,3,19,10000,1.0,0.0839486533262251,0.003,39
1703,4,19,10000,1.0,0.09529314469192135,0.004,26
1703,5,19,10000,1.0,0.11315075297385618,0.005,8
1703,6,19,10000,1.0,0.1181767001428945,0.006,2
1703,7,19,10000,1.0,0.1181767001428945,0.007,2
1703,8,19,10000,1.0,0.1181767001428945,0.008,2
1703,9,19,10000,1.0,0.1181767001428945,0.009,2
1703,10,19,10000,1.0,0.1181767001428945,0.01,2
1704,1,19,10000,1.0,0.06868264548286007,0.001,172
1704,2,19,10000,1.0,0.0665890203948624,0.002,123
1704,3,19,10000,1.0,0.1064784346009562,0.003,11
1704,4,19,10000,1.0,0.1069205913837372,0.004,0
1704,5,19,10000,1.0,0.1069205913837372,0.005,0
1704,6,19,10000,1.0,0.1069205913837372,0.006,0
1704,7,19,10000,1.0,0.1069205913837372,0.007,0
1704,8,19,10000,1.0,0.1069205913837372,0.008,0
1704,9,19,10000,1.0,0.1069205913837372,0.009,0
1704,10,19,10000,1.0,0.1069205913837372,0.01,0
1705,1,19,10000,1.0,0.0726357604514021,0.001,117
1705,2,19,10000,1.0,0.08389651783899431,0.002,56
1705,3,19,10000,1.0,0.09012989628183476,0.003,42
1705,4,19,10000,1.0,0.09540390752953448,0.004,23
1705,5,19,10000,1.0,0.09839484039603141,0.005,12
1705,6,19,10000,1.0,0.10391629862045172,0.006,5
1705,7,19,10000,1.0,0.10391629862045172,0.007,5
1705,8,19,10000,1.0,0.1046457266720825,0.008,3
1705,9,19,10000,1.0,0.1055178926985391,0.009,1
1705,10,19,10000,1.0,0.1055178926985391,0.01,1
1706,1,19,10000,1.0,0.06314315459749541,0.001,149
1706,2,19,10000,1.0,0.07194202073510626,0.002,59
1706,3,19,10000,1.0,0.08181864429049729,0.003,30
1706,4,19,10000,1.0,0.08576185510745454,0.004,21
1706,5,19,10000,1.0,0.09224578253393247,0.005,14
1706,6,19,10000,1.0,0.10193407685343076,0.006,6
1706,7,19,10000,1.0,0.1032572379465186,0.007,5
1706,8,19,10000,1.0,0.10468789434482476,0.008,4
1706,9,19,10000,1.0,0.10902023189853399,0.009,1
1706,10,19,10000,1.0,0.10902023189853399,0.01,1
1707,1,19,10000,1.0,0.06829089105903616,0.001,159
1707,2,19,10000,1.0,0.07913958843381219,0.002,72
1707,3,19,10000,1.0,0.09096469763265842,0.003,48
1707,4,19,10000,1.0,0.11221718561889919,0.004,15
1707,5,19,10000,1.0,0.11755017791596112,0.005,6
1707,6,19,10000,1.0,0.11902535223294033,0.006,3
1707,7,19,10000,1.0,0.12089510009082702,0.007,1
1707,8,19,10000,1.0,0.12089510009082702,0.008,1
1707,9,19,10000,1.0,0.12809341355288884,0.009,0
1707,10,19,10000,1.0,0.12809341355288884,0.01,0
1708,1,19,10000,1.0,0.06670331673840141,0.001,171
1708,2,19,10000,1.0,0.07490446331693847,0.002,84
1708,3,19,10000,1.0,0.10405689917638754,0.003,1
1708,4,19,10000,1.0,0.10398221285638957,0.004,0
1708,5,19,10000,1.0,0.10398221285638957,0.005,0
1708,6,19,10000,1.0,0.10398221285638957,0.006,0
1708,7,19,10000,1.0,0.10398221285638957,0.007,0
1708,8,19,10000,1.0,0.10398221285638957,0.008,0
1708,9,19,10000,1.0,0.10398221285638957,0.009,0
1708,10,19,10000,1.0,0.10398221285638957,0.01,0
1709,1,19,10000,1.0,0.06378420993265786,0.001,171
1709,2,19,10000,1.0,0.0759116696108241,0.002,82
1709,3,19,10000,1.0,0.10340344375599403,0.003,0
1709,4,19,10000,1.0,0.10340344375599403,0.004,0
1709,5,19,10000,1.0,0.10340344375599403,0.005,0
1709,6,19,10000,1.0,0.10340344375599403,0.006,0
1709,7,19,10000,1.0,0.10340344375599403,0.007,0
1709,8,19,10000,1.0,0.10340344375599403,0.008,0
1709,9,19,10000,1.0,0.10340344375599403,0.009,0
1709,10,19,10000,1.0,0.10340344375599403,0.01,0
1710,1,19,10000,1.0,0.0627537727550266,0.001,132
1710,2,19,10000,1.0,0.07485480038077294,0.002,50
1710,3,19,10000,1.0,0.07920026118715728,0.003,30
1710,4,19,10000,1.0,0.09298640018672935,0.004,12
1710,5,19,10000,1.0,0.09524449031825624,0.005,8
1710,6,19,10000,1.0,0.10023818125966127,0.006,7
1710,7,19,10000,1.0,0.10023818125966127,0.007,7
1710,8,19,10000,1.0,0.10023818125966127,0.008,7
1710,9,19,10000,1.0,0.10311475978981555,0.009,6
1710,10,19,10000,1.0,0.11347477244311208,0.01,2
1711,1,19,10000,1.2,0.07089855564449075,0.001,264
1711,2,19,10000,1.2,0.07641848245560381,0.002,132
1711,3,19,10000,1.2,0.08623806179617764,0.003,85
1711,4,19,10000,1.2,0.09627616389066619,0.004,60
1711,5,19,10000,1.2,0.10445339933952372,0.005,36
1711,6,19,10000,1.2,0.10717397862840938,0.006,27
1711,7,19,10000,1.2,0.10816789142158287,0.007,26
1711,8,19,10000,1.2,0.1129087339684126,0.008,22
1711,9,19,10000,1.2,0.1129087339684126,0.009,22
1711,10,19,10000,1.2,0.11809351528697026,0.01,19
1712,1,19,10000,1.2,0.07586731695618042,0.001,193
1712,2,19,10000,1.2,0.0817160609866133,0.002,109
1712,3,19,10000,1.2,0.08923883229609615,0.003,82
1712,4,19,10000,1.2,0.09542801726796087,0.004,62
1712,5,19,10000,1.2,0.10660823044615013,0.005,40
1712,6,19,10000,1.2,0.10682920968119533,0.006,24
1712,7,19,10000,1.2,0.10590111863142307,0.007,19
1712,8,19,10000,1.2,0.1058319601032897,0.008,17
1712,9,19,10000,1.2,0.10581656239312026,0.009,16
1712,10,19,10000,1.2,0.10581078279708657,0.01,15
1713,1,19,10000,1.2,0.0773061185853819,0.001,276
1713,2,19,10000,1.2,0.07722418183815556,0.002,136
1713,3,19,10000,1.2,0.0839140983611777,0.003,71
1713,4,19,10000,1.2,0.08560326220582412,0.004,54
1713,5,19,10000,1.2,0.09721186265472838,0.005,39
1713,6,19,10000,1.2,0.09960788440590505,0.006,34
1713,7,19,10000,1.2,0.10355458178094697,0.007,30
1713,8,19,10000,1.2,0.10874821159749451,0.008,24
1713,9,19,10000,1.2,0.11875920374731354,0.009,15
1713,10,19,10000,1.2,0.1286856513247406,0.01,9
1714,1,19,10000,1.2,0.07500191311428418,0.001,270
1714,2,19,10000,1.2,0.07549619857391542,0.002,163
1714,3,19,10000,1.2,0.08258393521747781,0.003,108
1714,4,19,10000,1.2,0.10281015937414402,0.004,53
1714,5,19,10000,1.2,0.11158451461815158,0.005,31
1714,6,19,10000,1.2,0.11882026407748196,0.006,16
1714,7,19,10000,1.2,0.12465710898623243,0.007,10
1714,8,19,10000,1.2,0.13222551791662132,0.008,4
1714,9,19,10000,1.2,0.13530470084449148,0.009,1
1714,10,19,10000,1.2,0.13594592096696317,0.01,0
1715,1,19,10000,1.2,0.07367740161180299,0.001,184
1715,2,19,10000,1.2,0.07465570691132152,0.002,171
1715,3,19,10000,1.2,0.07524497841265303,0.003,133
1715,4,19,10000,1.2,0.12555710170262577,0.004,22
1715,5,19,10000,1.2,0.13113307405754399,0.005,1
1715,6,19,10000,1.2,0.13058282517548295,0.006,0
1715,7,19,10000,1.2,0.13058282517548295,0.007,0
1715,8,19,10000,1.2,0.13058282517548295,0.008,0
1715,9,19,10000,1.2,0.13058282517548295,0.009,0
1715,10,19,10000,1.2,0.13058282517548295,0.01,0
1716,1,19,10000,1.2,0.07731068455395211,0.001,190
1716,2,19,10000,1.2,0.07834632589280945,0.002,170
1716,3,19,10000,1.2,0.08152358100602315,0.003,120
1716,4,19,10000,1.2,0.12222699731081646,0.004,29
1716,5,19,10000,1.2,0.12937512375337,0.005,2
1716,6,19,10000,1.2,0.12938923585859227,0.006,0
1716,7,19,10000,1.2,0.12938923585859227,0.007,0
1716,8,19,10000,1.2,0.12938923585859227,0.008,0
1716,9,19,10000,1.2,0.12938923585859227,0.009,0
1716,10,19,10000,1.2,0.12938923585859227,0.01,0
1717,1,19,10000,1.2,0.08185232506153327,0.001,231
1717,2,19,10000,1.2,0.10527183849234242,0.002,95
1717,3,19,10000,1.2,0.12223874617820402,0.003,61
1717,4,19,10000,1.2,0.12243605913650976,0.004,50
1717,5,19,10000,1.2,0.12281749484077395,0.005,43
1717,6,19,10000,1.2,0.12337626234266189,0.006,30
1717,7,19,10000,1.2,0.12337626234266189,0.007,30
1717,8,19,10000,1.2,0.12337626234266189,0.008,30
1717,9,19,10000,1.2,0.12394861978169867,0.009,28
1717,10,19,10000,1.2,0.12537533881935606,0.01,24
1718,1,19,10000,1.2,0.08681126921033387,0.001,259
1718,2,19,10000,1.2,0.11458714866789013,0.002,118
1718,3,19,10000,1.2,0.119952102274616,0.003,72
1718,4,19,10000,1.2,0.12177168805830406,0.004,54
1718,5,19,10000,1.2,0.12748301932257425,0.005,35
1718,6,19,10000,1.2,0.13123397271087203,0.006,27
1718,7,19,10000,1.2,0.13633931049712397,0.007,22
1718,8,19,10000,1.2,0.13633931049712397,0.008,22
1718,9,19,10000,1.2,0.14453882275275542,0.009,18
1718,10,19,10000,1.2,0.1502613507358505,0.01,16
1719,1,19,10000,1.2,0.07648602835808717,0.001,172
1719,2,19,10000,1.2,0.0757802217371964,0.002,169
1719,3,19,10000,1.2,0.08052499160346666,0.003,115
1719,4,19,10000,1.2,0.12578686845907233,0.004,18
1719,5,19,10000,1.2,0.12918544376360125,0.005,0
1719,6,19,10000,1.2,0.12918544376360125,0.006,0
1719,7,19,10000,1.2,0.12918544376360125,0.007,0
1719,8,19,10000,1.2,0.12918544376360125,0.008,0
1719,9,19,10000,1.2,0.12918544376360125,0.009,0
1719,10,19,10000,1.2,0.12918544376360125,0.01,0
1720,1,19,10000,1.2,0.07206537002878326,0.001,234
1720,2,19,10000,1.2,0.07737517769821113,0.002,171
1720,3,19,10000,1.2,0.0758639096157468,0.003,153
1720,4,19,10000,1.2,0.1018944972355051,0.004,71
1720,5,19,10000,1.2,0.13183557499072474,0.005,5
1720,6,19,10000,1.2,0.13211717769289347,0.006,0
1720,7,19,10000,1.2,0.13211717769289347,0.007,0
1720,8,19,10000,1.2,0.13211717769289347,0.008,0
1720,9,19,10000,1.2,0.13211717769289347,0.009,0
1720,10,19,10000,1.2,0.13211717769289347,0.01,0
1721,1,19,10000,1.4,0.16762554087993134,0.001,119
1721,2,19,10000,1.4,0.08599898677362265,0.002,271
1721,3,19,10000,1.4,0.09586169975186691,0.003,140
1721,4,19,10000,1.4,0.09960736081382854,0.004,98
1721,5,19,10000,1.4,0.11109478912632255,0.005,64
1721,6,19,10000,1.4,0.11923911070761775,0.006,49
1721,7,19,10000,1.4,0.12915042977619695,0.007,34
1721,8,19,10000,1.4,0.13494484289542114,0.008,29
1721,9,19,10000,1.4,0.1439162394003683,0.009,23
1721,10,19,10000,1.4,0.14790440892539447,0.01,21
1722,1,19,10000,1.4,0.1386226328969678,0.001,85
1722,2,19,10000,1.4,0.08088421132434613,0.002,183
1722,3,19,10000,1.4,0.08175454194861845,0.003,163
1722,4,19,10000,1.4,0.08621541667778748,0.004,129
1722,5,19,10000,1.4,0.10403724997833466,0.005,81
1722,6,19,10000,1.4,0.12697361265503576,0.006,43
1722,7,19,10000,1.4,0.14253123738633308,0.007,19
1722,8,19,10000,1.4,0.1507294227776845,0.008,7
1722,9,19,10000,1.4,0.15214535577496835,0.009,4
1722,10,19,10000,1.4,0.15388440760410224,0.01,2
1723,1,19,10000,1.4,0.13273725741812556,0.001,95
1723,2,19,10000,1.4,0.07808813123709299,0.002,190
1723,3,19,10000,1.4,0.08111438857390277,0.003,169
1723,4,19,10000,1.4,0.08664022816767662,0.004,129
1723,5,19,10000,1.4,0.10037987605987046,0.005,81
1723,6,19,10000,1.4,0.11980357167025968,0.006,47
1723,7,19,10000,1.4,0.12895124325234755,0.007,30
1723,8,19,10000,1.4,0.14387678586034802,0.008,13
1723,9,19,10000,1.4,0.14675535730475062,0.009,9
1723,10,19,10000,1.4,0.14747146045547077,0.01,7
1724,1,19,10000,1.4,0.1547120372906279,0.001,95
1724,2,19,10000,1.4,0.0985260189550266,0.002,239
1724,3,19,10000,1.4,0.1025612054570488,0.003,154
1724,4,19,10000,1.4,0.10680265368533602,0.004,103
1724,5,19,10000,1.4,0.12035060014760285,0.005,73
1724,6,19,10000,1.4,0.12794419044749084,0.006,54
1724,7,19,10000,1.4,0.13216384920946914,0.007,39
1724,8,19,10000,1.4,0.13483445364072316,0.008,34
1724,9,19,10000,1.4,0.138485664661803,0.009,29
1724,10,19,10000,1.4,0.1405669913413226,0.01,27
1725,1,19,10000,1.4,0.13635031099898123,0.001,112
1725,2,19,10000,1.4,0.08498280160106234,0.002,172
1725,3,19,10000,1.4,0.08533546925942834,0.003,171
1725,4,19,10000,1.4,0.08496812962893219,0.004,167
1725,5,19,10000,1.4,0.09177493496987273,0.005,124
1725,6,19,10000,1.4,0.13046651290264888,0.006,50
1725,7,19,10000,1.4,0.15412852326693996,0.007,6
1725,8,19,10000,1.4,0.15448021150558877,0.008,0
1725,9,19,10000,1.4,0.15448021150558877,0.009,0
1725,10,19,10000,1.4,0.15448021150558877,0.01,0
1726,1,19,10000,1.4,0.14090245253395872,0.001,103
1726,2,19,10000,1.4,0.09344649625367726,0.002,207
1726,3,19,10000,1.4,0.10157406014198478,0.003,158
1726,4,19,10000,1.4,0.11030610763620202,0.004,119
1726,5,19,10000,1.4,0.11868795460121559,0.005,94
1726,6,19,10000,1.4,0.12755856508656732,0.006,65
1726,7,19,10000,1.4,0.1321751479732066,0.007,54
1726,8,19,10000,1.4,0.13689393508297473,0.008,48
1726,9,19,10000,1.4,0.13834844118924658,0.009,42
1726,10,19,10000,1.4,0.13902488069496993,0.01,33
1727,1,19,10000,1.4,0.12207615784436703,0.001,123
1727,2,19,10000,1.4,0.08857464713167797,0.002,258
1727,3,19,10000,1.4,0.09198621868217133,0.003,169
1727,4,19,10000,1.4,0.10361184644399866,0.004,101
1727,5,19,10000,1.4,0.10808747674569748,0.005,73
1727,6,19,10000,1.4,0.11063654083876319,0.006,61
1727,7,19,10000,1.4,0.11638582190655326,0.007,50
1727,8,19,10000,1.4,0.11803914213002153,0.008,45
1727,9,19,10000,1.4,0.12156603547899691,0.009,40
1727,10,19,10000,1.4,0.13307926168549888,0.01,29
1728,1,19,10000,1.4,0.13739117304620488,0.001,100
1728,2,19,10000,1.4,0.08677425070965,0.002,171
1728,3,19,10000,1.4,0.08677425070965,0.003,171
1728,4,19,10000,1.4,0.085951765493312,0.004,165
1728,5,19,10000,1.4,0.09138517778209591,0.005,123
1728,6,19,10000,1.4,0.14226619990419856,0.006,33
1728,7,19,10000,1.4,0.1551268454931756,0.007,3
1728,8,19,10000,1.4,0.155374502508573,0.008,1
1728,9,19,10000,1.4,0.1550411842218372,0.009,0
1728,10,19,10000,1.4,0.1550411842218372,0.01,0
1729,1,19,10000,1.4,0.1387114031018282,0.001,110
1729,2,19,10000,1.4,0.08042834155414554,0.002,184
1729,3,19,10000,1.4,0.08353668723052174,0.003,171
1729,4,19,10000,1.4,0.08353668723052174,0.004,171
1729,5,19,10000,1.4,0.08500467307742476,0.005,152
1729,6,19,10000,1.4,0.11922421327163965,0.006,69
1729,7,19,10000,1.4,0.15545246910923435,0.007,12
1729,8,19,10000,1.4,0.155880097328495,0.008,1
1729,9,19,10000,1.4,0.15579986307832644,0.009,0
1729,10,19,10000,1.4,0.15579986307832644,0.01,0
1730,1,19,10000,1.4,0.15531125820638206,0.001,107
1730,2,19,10000,1.4,0.08847454839866029,0.002,257
1730,3,19,10000,1.4,0.09495892481666299,0.003,144
1730,4,19,10000,1.4,0.10341611634824487,0.004,90
1730,5,19,10000,1.4,0.10811532640607523,0.005,71
1730,6,19,10000,1.4,0.11192009637424923,0.006,63
1730,7,19,10000,1.4,0.11589378769565682,0.007,55
1730,8,19,10000,1.4,0.11725299863029295,0.008,44
1730,9,19,10000,1.4,0.12165444614793793,0.009,33
1730,10,19,10000,1.4,0.1264806037853249,0.01,27
1731,1,19,10000,1.6,0.1926023866667187,0.001,134
1731,2,19,10000,1.6,0.17690212654884016,0.002,92
1731,3,19,10000,1.6,0.10606004152958987,0.003,279
1731,4,19,10000,1.6,0.11549783025733334,0.004,197
1731,5,19,10000,1.6,0.13119409530267861,0.005,144
1731,6,19,10000,1.6,0.13939485424592393,0.006,117
1731,7,19,10000,1.6,0.14794609174765908,0.007,89
1731,8,19,10000,1.6,0.15148771563642,0.008,71
1731,9,19,10000,1.6,0.15574725067177203,0.009,59
1731,10,19,10000,1.6,0.15789926902540813,0.01,52
1732,1,19,10000,1.6,0.1587584821101062,0.001,128
1732,2,19,10000,1.6,0.15115341300602625,0.002,114
1732,3,19,10000,1.6,0.09084599007337871,0.003,300
1732,4,19,10000,1.6,0.09300964190895038,0.004,211
1732,5,19,10000,1.6,0.09582470565858574,0.005,146
1732,6,19,10000,1.6,0.10443906238459938,0.006,116
1732,7,19,10000,1.6,0.10998022421052267,0.007,93
1732,8,19,10000,1.6,0.11294124793943344,0.008,78
1732,9,19,10000,1.6,0.11339903861252115,0.009,69
1732,10,19,10000,1.6,0.11494437945039196,0.01,57
1733,1,19,10000,1.6,0.1576600387000409,0.001,156
1733,2,19,10000,1.6,0.15636450111229716,0.002,97
1733,3,19,10000,1.6,0.0887141216126992,0.003,178
1733,4,19,10000,1.6,0.09133434475137822,0.004,171
1733,5,19,10000,1.6,0.09133434475137822,0.005,171
1733,6,19,10000,1.6,0.09111495380462807,0.006,169
1733,7,19,10000,1.6,0.09282647637282024,0.007,151
1733,8,19,10000,1.6,0.12034184303036068,0.008,89
1733,9,19,10000,1.6,0.1688122731976922,0.009,23
1733,10,19,10000,1.6,0.17832217450800245,0.01,3
1734,1,19,10000,1.6,0.15547708906936594,0.001,145
1734,2,19,10000,1.6,0.1459810499682717,0.002,110
1734,3,19,10000,1.6,0.08350345513248045,0.003,236
1734,4,19,10000,1.6,0.08649424463512406,0.004,185
1734,5,19,10000,1.6,0.09312163605149193,0.005,150
1734,6,19,10000,1.6,0.09939241241070114,0.006,128
1734,7,19,10000,1.6,0.10970665924222511,0.007,107
1734,8,19,10000,1.6,0.12957716317329562,0.008,77
1734,9,19,10000,1.6,0.14370802328273705,0.009,46
1734,10,19,10000,1.6,0.15079484549926375,0.01,34
1735,1,19,10000,1.6,0.16208953183953234,0.001,147
1735,2,19,10000,1.6,0.1955635145239672,0.002,112
1735,3,19,10000,1.6,0.10449891661463188,0.003,256
1735,4,19,10000,1.6,0.1047431885933318,0.004,198
1735,5,19,10000,1.6,0.1059754529736538,0.005,158
1735,6,19,10000,1.6,0.1153668740286544,0.006,123
1735,7,19,10000,1.6,0.13324059500811403,0.007,85
1735,8,19,10000,1.6,0.14061712097143592,0.008,71
1735,9,19,10000,1.6,0.1452118098977626,0.009,58
1735,10,19,10000,1.6,0.1526870180502827,0.01,47
1736,1,19,10000,1.6,0.1671432363962756,0.001,138
1736,2,19,10000,1.6,0.14534130418692479,0.002,99
1736,3,19,10000,1.6,0.08311258085154881,0.003,269
1736,4,19,10000,1.6,0.08395678918881128,0.004,209
1736,5,19,10000,1.6,0.09768050687199117,0.005,150
1736,6,19,10000,1.6,0.11023439776509539,0.006,112
1736,7,19,10000,1.6,0.11945855666124049,0.007,88
1736,8,19,10000,1.6,0.13168610168639988,0.008,61
1736,9,19,10000,1.6,0.13981704336317674,0.009,46
1736,10,19,10000,1.6,0.14586141197657554,0.01,34
1737,1,19,10000,1.6,0.175285528404211,0.001,134
1737,2,19,10000,1.6,0.1745453016417682,0.002,88
1737,3,19,10000,1.6,0.09803325898728371,0.003,232
1737,4,19,10000,1.6,0.10881701829727326,0.004,152
1737,5,19,10000,1.6,0.11778595708569063,0.005,113
1737,6,19,10000,1.6,0.12390521047100232,0.006,82
1737,7,19,10000,1.6,0.1313198868726398,0.007,66
1737,8,19,10000,1.6,0.13310833832458463,0.008,61
1737,9,19,10000,1.6,0.13310040055890915,0.009,56
1737,10,19,10000,1.6,0.13358849123289876,0.01,54
1738,1,19,10000,1.6,0.1554648018073973,0.001,163
1738,2,19,10000,1.6,0.15876285607422166,0.002,100
1738,3,19,10000,1.6,0.10334394009039158,0.003,233
1738,4,19,10000,1.6,0.1084577713433424,0.004,178
1738,5,19,10000,1.6,0.11466665608571605,0.005,147
1738,6,19,10000,1.6,0.1319859535227836,0.006,108
1738,7,19,10000,1.6,0.14102920219209183,0.007,80
1738,8,19,10000,1.6,0.14629139841977037,0.008,69
1738,9,19,10000,1.6,0.15868975805448335,0.009,52
1738,10,19,10000,1.6,0.16814795734319465,0.01,42
1739,1,19,10000,1.6,0.14147525026434005,0.001,145
1739,2,19,10000,1.6,0.15065977339582692,0.002,125
1739,3,19,10000,1.6,0.15305101462759724,0.003,96
1739,4,19,10000,1.6,0.0947588912481147,0.004,201
1739,5,19,10000,1.6,0.0972763917343755,0.005,151
1739,6,19,10000,1.6,0.10421205206543993,0.006,115
1739,7,19,10000,1.6,0.10815013028817612,0.007,90
1739,8,19,10000,1.6,0.1148415652934985,0.008,64
1739,9,19,10000,1.6,0.12312884667361391,0.009,48
1739,10,19,10000,1.6,0.12613029314408356,0.01,42
1740,1,19,10000,1.6,0.17215475598198818,0.001,142
1740,2,19,10000,1.6,0.1673651546541586,0.002,115
1740,3,19,10000,1.6,0.16746856515539288,0.003,95
1740,4,19,10000,1.6,0.10302458808792328,0.004,210
1740,5,19,10000,1.6,0.11752735682192011,0.005,149
1740,6,19,10000,1.6,0.12601735962692223,0.006,115
1740,7,19,10000,1.6,0.129959487039808,0.007,94
1740,8,19,10000,1.6,0.13793988219585573,0.008,70
1740,9,19,10000,1.6,0.14213662278753716,0.009,55
1740,10,19,10000,1.6,0.14552094644156094,0.01,45
1741,1,19,10000,1.8,0.17632362316189454,0.001,199
1741,2,19,10000,1.8,0.1755824357501911,0.002,130
1741,3,19,10000,1.8,0.17434483733182282,0.003,87
1741,4,19,10000,1.8,0.09558792416516058,0.004,174
1741,5,19,10000,1.8,0.0970174908642828,0.005,171
1741,6,19,10000,1.8,0.0970174908642828,0.006,171
1741,7,19,10000,1.8,0.0970174908642828,0.007,171
1741,8,19,10000,1.8,0.0970174908642828,0.008,171
1741,9,19,10000,1.8,0.09674765070743603,0.009,168
1741,10,19,10000,1.8,0.10340549043834112,0.01,141
1742,1,19,10000,1.8,0.18963173355597265,0.001,154
1742,2,19,10000,1.8,0.17781862362033524,0.002,139
1742,3,19,10000,1.8,0.14801756488559448,0.003,122
1742,4,19,10000,1.8,0.146019812115085,0.004,115
1742,5,19,10000,1.8,0.09098383878095181,0.005,259
1742,6,19,10000,1.8,0.09748669224506139,0.006,205
1742,7,19,10000,1.8,0.10927695576909872,0.007,174
1742,8,19,10000,1.8,0.12041731345782507,0.008,152
1742,9,19,10000,1.8,0.12764287984149542,0.009,128
1742,10,19,10000,1.8,0.1376151328962661,0.01,102
1743,1,19,10000,1.8,0.16979453795917898,0.001,188
1743,2,19,10000,1.8,0.17995927176391466,0.002,140
1743,3,19,10000,1.8,0.17176743872252875,0.003,121
1743,4,19,10000,1.8,0.1638072715612492,0.004,84
1743,5,19,10000,1.8,0.09348441358739738,0.005,240
1743,6,19,10000,1.8,0.0966579968954242,0.006,199
1743,7,19,10000,1.8,0.10393315549324597,0.007,161
1743,8,19,10000,1.8,0.11356095648664595,0.008,130
1743,9,19,10000,1.8,0.12588031460724391,0.009,105
1743,10,19,10000,1.8,0.1358194368436855,0.01,86
1744,1,19,10000,1.8,0.197340457540872,0.001,147
1744,2,19,10000,1.8,0.20204537354902022,0.002,104
1744,3,19,10000,1.8,0.19375396731955516,0.003,128
1744,4,19,10000,1.8,0.17920791002093234,0.004,92
1744,5,19,10000,1.8,0.12030855232456099,0.005,276
1744,6,19,10000,1.8,0.1224918560331849,0.006,221
1744,7,19,10000,1.8,0.1263688571049367,0.007,173
1744,8,19,10000,1.8,0.13272249529770105,0.008,137
1744,9,19,10000,1.8,0.140634969380548,0.009,112
1744,10,19,10000,1.8,0.1490240586991334,0.01,88
1745,1,19,10000,1.8,0.1884096095156971,0.001,113
1745,2,19,10000,1.8,0.18343748734026905,0.002,120
1745,3,19,10000,1.8,0.18291137665840582,0.003,108
1745,4,19,10000,1.8,0.16910734571852615,0.004,122
1745,5,19,10000,1.8,0.1653158526927376,0.005,92
1745,6,19,10000,1.8,0.11745691284688532,0.006,256
1745,7,19,10000,1.8,0.11703049011063152,0.007,216
1745,8,19,10000,1.8,0.11612613657242153,0.008,174
1745,9,19,10000,1.8,0.1163812351898007,0.009,142
1745,10,19,10000,1.8,0.11615180790310405,0.01,117
1746,1,19,10000,1.8,0.18338511668226976,0.001,167
1746,2,19,10000,1.8,0.16997095661065867,0.002,130
1746,3,19,10000,1.8,0.1624363125803648,0.003,148
1746,4,19,10000,1.8,0.11445382705401151,0.004,252
1746,5,19,10000,1.8,0.11791128850727019,0.005,197
1746,6,19,10000,1.8,0.1309608033035088,0.006,145
1746,7,19,10000,1.8,0.13671702744386646,0.007,112
1746,8,19,10000,1.8,0.13655155456431284,0.008,96
1746,9,19,10000,1.8,0.13872678457875828,0.009,85
1746,10,19,10000,1.8,0.14046445229550103,0.01,79
1747,1,19,10000,1.8,0.16707141474860238,0.001,150
1747,2,19,10000,1.8,0.1577918240694089,0.002,126
1747,3,19,10000,1.8,0.16609211901397042,0.003,117
1747,4,19,10000,1.8,0.09817994182273596,0.004,300
1747,5,19,10000,1.8,0.10523307493832752,0.005,223
1747,6,19,10000,1.8,0.11308928576414147,0.006,168
1747,7,19,10000,1.8,0.11911675030619336,0.007,130
1747,8,19,10000,1.8,0.1256033722514077,0.008,98
1747,9,19,10000,1.8,0.12685915229583333,0.009,86
1747,10,19,10000,1.8,0.12736275407781938,0.01,78
1748,1,19,10000,1.8,0.22149379602626654,0.001,182
1748,2,19,10000,1.8,0.23012870601013455,0.002,133
1748,3,19,10000,1.8,0.20301263928136973,0.003,115
1748,4,19,10000,1.8,0.18698552179515376,0.004,116
1748,5,19,10000,1.8,0.1263137075086237,0.005,256
1748,6,19,10000,1.8,0.14221236904257092,0.006,209
1748,7,19,10000,1.8,0.15750769200271134,0.007,184
1748,8,19,10000,1.8,0.16528126702841214,0.008,160
1748,9,19,10000,1.8,0.16981242594767956,0.009,146
1748,10,19,10000,1.8,0.17606275569754262,0.01,126
1749,1,19,10000,1.8,0.19143880074726538,0.001,172
1749,2,19,10000,1.8,0.17233694024477253,0.002,126
1749,3,19,10000,1.8,0.17346211741215284,0.003,94
1749,4,19,10000,1.8,0.18789827187479113,0.004,79
1749,5,19,10000,1.8,0.08677143182653897,0.005,233
1749,6,19,10000,1.8,0.0991268419837178,0.006,164
1749,7,19,10000,1.8,0.10655946480417779,0.007,124
1749,8,19,10000,1.8,0.11242967537590562,0.008,105
1749,9,19,10000,1.8,0.11362530788560765,0.009,90
1749,10,19,10000,1.8,0.11332286134276502,0.01,84
1750,1,19,10000,1.8,0.16167690786858602,0.001,185
1750,2,19,10000,1.8,0.157594258967605,0.002,133
1750,3,19,10000,1.8,0.1512043805129491,0.003,106
1750,4,19,10000,1.8,0.08915487589952131,0.004,281
1750,5,19,10000,1.8,0.09228843115886803,0.005,223
1750,6,19,10000,1.8,0.09847053865874178,0.006,187
1750,7,19,10000,1.8,0.10182633128019145,0.007,168
